curp,nombre,metadata.institucion,nivelOrdenGobierno,declaracion.situacionPatrimonial.datosEmpleoCargoComision.areaAdscripcion,declaracion.situacionPatrimonial.datosEmpleoCargoComision.contratadoPorHonorarios,declaracion.situacionPatrimonial.datosEmpleoCargoComision.nivelEmpleoCargoComision,edu_nivel,exp_privado,exp_publico,exp_total,n_vehiculos,n_vehiculos_lujo,valor_vehiculos,n_bienes,valor_bienes,valor_inversiones,patrimonio_total,ingreso_total_neto_2015,ingreso_total_neto_2016,ingreso_total_neto_2017,ingreso_total_neto_2018,ingreso_total_neto_2019,ingreso_total_neto_2020
CADM760611MAGRLR07,Mauricio Carrasquillo Delvalle,SECRETARIA DE RELACIONES EXTERIORES,FEDERAL,Unidad de Asuntos Jurídicos,False,J32,DOCTORADO,12.4,0.0,12.4,4.0,2.0,2735856.0,2.0,31957625.0,66082576.0,100776057.0,1457715.0,5121000.0,5187156.0,5033508.0,4660608.0,4647612.0
CADM810718HSNSZR09,Martín Castellanos Díaz,CONSEJO NACIONAL DE EVALUACION DE LA POLITICA DE DESARROLLO SOCIAL,ESTATAL,Dirección General de Administración,False,22,DOCTORADO,11.4,0.0,11.4,7.0,4.0,3762923.0,3.0,368137759.0,88708552.0,460609234.0,1654900.0,6345012.0,5497692.0,6026244.0,6579120.0,5801256.0
CADS701118HAGVLB08,Sebastian Cavazos Delgado,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,MUNICIPAL,Unidad de Asuntos Jurídicos,False,N22,LICENCIATURA,5.4,5.5,10.9,4.0,0.0,515033.0,0.0,0.0,12022.0,527055.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
CADX810717MSNVRM07,Ximena Guadalupe Cavazos Duarte,CENTRO DE INVESTIGACION EN MATEMATICAS A.C.,FEDERAL,Unidad de Administración,False,M34,LICENCIATURA,10.9,0.0,10.9,6.0,0.0,2821856.0,1.0,7828609.0,840126.0,11490591.0,311685.0,1586292.0,1639080.0,1779168.0,1543608.0,1589796.0
CAEA751010MVZRHundefined01,Ana Caraballo Echevarría,CENTRO NACIONAL DE EXCELENCIA TECNOLOGICA EN SALUD,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,19,ESPECIALIDAD,9.9,0.0,9.9,8.0,3.0,8182388.0,3.0,188086727.0,92618814.0,288887929.0,1678660.0,5621412.0,5803032.0,5442816.0,5387736.0,5509452.0
CAEE750625HPUSTL04,Evelyn Casárez Estrada,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PUBLICA,ESTATAL,Unidad de Servicios Tecnológicos,False,M34,MAESTRÍA,5.5,4.3,9.8,6.0,0.0,2637348.0,1.0,6297302.0,699004.0,9633654.0,315485.0,1666860.0,1576392.0,1601412.0,1530360.0,1668792.0
CAEJ740101MAGDRV02,Javier Cadena Enríquez,SECCION MEXICANA DE LA COMISION INTERNACIONAL DE LIMITES Y AGUAS MEXICO-ESTADOS UNIDOS DE AMERICA,MUNICIPAL,Dirección General de Innovacion,False,18,MAESTRÍA,11.8,0.0,11.8,9.0,3.0,7168057.0,3.0,218184060.0,121161667.0,346513784.0,1549615.0,5011968.0,4878504.0,4943208.0,5651400.0,5162328.0
CAEM760318HDFLCR07,Mariana Calvillo Escamilla,ADMINISTRACION PORTUARIA INTEGRAL DE PROGRESO S.A. DE C.V.,ESTATAL,Dirección General de Inteligencia,False,J32,MAESTRÍA,12.1,0.0,12.1,9.0,6.0,8882463.0,3.0,127928979.0,57363347.0,194174789.0,1588770.0,5013192.0,4643352.0,5435292.0,5498868.0,5592444.0
CAEY701127MAGRTL06,Yolanda Carranza Estrada,EL COLEGIO DE MICHOACAN A.C.,MUNICIPAL,Unidad de Administración,False,17,DOCTORADO,12.4,0.0,12.4,7.0,3.0,4977746.0,3.0,250969689.0,41753441.0,297700876.0,1750850.0,4987332.0,4993788.0,5458932.0,5564436.0,5480880.0
CAEY770706HAGRCM08,Yamileth Carranza Escobedo,COLEGIO DE BACHILLERES,MUNICIPAL,Dirección General de Innovacion,False,22,DOCTORADO,6.1,4.6,10.7,4.0,2.0,2884663.0,3.0,190051069.0,92511208.0,285446940.0,1941695.0,5943204.0,6033288.0,6021264.0,5773884.0,6740916.0
CAFA770804HAGRRJ01,Alejandra Carmona Fernández,INSTITUTO NACIONAL DE LENGUAS INDIGENAS,MUNICIPAL,Dirección General de Administración,False,N34,LICENCIATURA,11.1,0.0,11.1,4.0,2.0,1650444.0,1.0,6260472.0,1131793.0,9042709.0,276075.0,1296336.0,1087548.0,1316160.0,1349436.0,1278504.0
CAFA810314MVZRNL05,Axel Carrillo Fonseca,CENTRO DE EVALUACION Y DESARROLLO HUMANO,MUNICIPAL,Dirección General de Innovacion,False,O33,LICENCIATURA,5.9,5.8,11.7,0.0,0.0,0.0,0.0,0.0,16159.0,16159.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
CAFA820725HAGLN 04,Ana María Calderón Fonseca,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,MUNICIPAL,Unidad de Vinculación,False,A33,LICENCIATURA,11.1,0.0,11.1,0.0,0.0,0.0,1.0,166465.0,21451.0,187916.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CAFR810903HAGSLL03,Raúl Castillo Flores,COMISION DE OPERACION Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL INSTITUTO POLITECNICO NACIONAL,ESTATAL,Dirección General de Tecnologías de Información,False,L32,MAESTRÍA,5.8,4.9,10.7,9.0,3.0,8670169.0,3.0,122708784.0,106482974.0,237861927.0,1782220.0,4265832.0,4508040.0,4488156.0,5103060.0,4531428.0
CAGA770821MVZSR 07,Ana Victoria Casas Girón,CFE GENERACIÓN I,FEDERAL,Unidad de Administración,False,M34,LICENCIATURA,11.9,0.0,11.9,4.0,0.0,1652012.0,1.0,6779613.0,1412171.0,9843796.0,370635.0,1763844.0,1658544.0,1543872.0,1702308.0,1776204.0
CAGA781006MAGSRundefined01,Ana Casillas Guardado,COMISION NACIONAL DE LAS ZONAS ARIDAS,FEDERAL,Unidad de Servicios Tecnológicos,False,22,MAESTRÍA,6.3,6.2,12.5,6.0,4.0,4393702.0,3.0,178535200.0,21484289.0,204413191.0,1854630.0,6425184.0,6909504.0,5643084.0,6661980.0,5716260.0
CAGA830818MPURRN04,Adán Carrasco Guerrero,UNIVERSIDAD PEDAGOGICA NACIONAL,ESTATAL,Dirección General de Tecnologías de Información,False,M34,LICENCIATURA,10.7,0.0,10.7,4.0,1.0,1929411.0,1.0,9354406.0,632077.0,11915894.0,403130.0,1704264.0,1739040.0,1537872.0,1631880.0,1642452.0
CAGD870426MVZSRN02,Daniel Castillo Gurule,FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,22,MAESTRÍA,5.8,4.9,10.7,8.0,5.0,4286847.0,3.0,232006554.0,71771165.0,308064566.0,1764465.0,7238244.0,6241380.0,6288108.0,6478860.0,7428492.0
CAGG770202HVZSRL02,Guillermina Castro Gurule,COMISION NACIONAL DE VIVIENDA,FEDERAL,Unidad de Asuntos Jurídicos,False,19,ESPECIALIDAD,12.6,0.0,12.6,6.0,6.0,4261846.0,3.0,152084385.0,72757506.0,229103737.0,1483920.0,6148536.0,5873856.0,4803696.0,5635464.0,5521920.0
CAGG870614HPURRL07,Gloria Carrasco Garrido,INSTITUTO NACIONAL DE MIGRACION,MUNICIPAL,Dirección General de Tecnologías de Información,False,17,ESPECIALIDAD,12.0,0.0,12.0,4.0,3.0,2027521.0,3.0,338981073.0,119047260.0,460055854.0,1633540.0,4017624.0,5024256.0,5144904.0,4309692.0,4228236.0
CAGI871024MDFLTN08,Ivan Calvillo Gutiérrez,INSTITUTO FEDERAL DE TELECOMUNICACIONES,MUNICIPAL,Unidad de Vinculación,False,J32,MAESTRÍA,5.9,4.5,10.4,6.0,3.0,5865952.0,3.0,209902602.0,22822236.0,238590790.0,1671015.0,5667552.0,5460780.0,5190600.0,5398176.0,5013492.0
CAGJ760407HSNSZC04,Jacobo Casas Guzmán,ADMINISTRACION PORTUARIA INTEGRAL DE TUXPAN S.A. DE C.V.,FEDERAL,Dirección General de Innovacion,False,N33,MAESTRÍA,5.5,4.2,9.7,4.0,0.0,1698904.0,1.0,9733739.0,1106401.0,12539044.0,262415.0,1220904.0,1061412.0,1147308.0,1045164.0,1117344.0
CAGL850212MSNSLS09,Luis Gabino Castañeda Gollum,UNIVERSIDAD ABIERTA Y A DISTANCIA DE MÉXICO,MUNICIPAL,Dirección General de Innovacion,False,O33,LICENCIATURA,6.1,4.1,10.2,4.0,0.0,1255183.0,0.0,0.0,15576.0,1270759.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
CAGM710327MVZSRN04,Manuel Castellanos Garza,INSTITUTO NACIONAL DE MEDICINA GENOMICA,FEDERAL,Unidad de Transparencia,False,N22,LICENCIATURA,11.0,0.0,11.0,4.0,1.0,600010.0,0.0,0.0,31025.0,631035.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
CAGM780325MDFMLR05,Mauricio Camacho Galván,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,FEDERAL,Dirección General de Innovacion,False,N33,ESPECIALIDAD,5.2,6.0,11.2,3.0,0.0,1228485.0,0.0,0.0,359580.0,1588065.0,272750.0,1144884.0,1166100.0,1089060.0,1116228.0,1163448.0
CAGM890424HSNLLR02,Miranda Caldera Gálvez,SECRETARIA DE GOBERNACION,MUNICIPAL,Dirección General de Vinculación,False,O32,LICENCIATURA,10.4,0.0,10.4,3.0,0.0,556613.0,1.0,192183.0,19229.0,768025.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CAGP720503HPUDRD01,Pedro Cadena Granado,CENTRO REGIONAL DE ALTA ESPECIALIDAD EN CHIAPAS,MUNICIPAL,Dirección General de Tecnologías de Información,False,17,MAESTRÍA,6.8,5.0,11.8,5.0,2.0,2848730.0,2.0,147895080.0,71424064.0,222167874.0,1344885.0,4216404.0,5008764.0,5266956.0,4230084.0,5997468.0
CAGP831026MSNRLL04,Pilar Carvajal Galindo,INSTITUTO NACIONAL DE ECOLOGÍA Y CAMBIO CLIMÁTICO,MUNICIPAL,Dirección General de Inteligencia,False,O33,LICENCIATURA,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,35633.0,35633.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
CAGS850210HVZSML03,Saúl Castro Gamboa,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,FEDERAL,Dirección General de Vinculación,False,N22,LICENCIATURA,5.8,5.3,11.1,4.0,1.0,809822.0,0.0,0.0,15709.0,825531.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
CAGV741002HSNSRC07,Victoria Casares Garibay,ADMINISTRACION PORTUARIA INTEGRAL DE LAZARO CARDENAS S.A. DE C.V.,ESTATAL,Unidad de Transparencia,False,A33,LICENCIATURA,6.5,6.0,12.5,0.0,0.0,0.0,0.0,0.0,15372.0,15372.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CAHE740506HSNSRL01,Emiliano Castañeda Herrera,PROCURADURIA FEDERAL DE LA DEFENSA DEL TRABAJO,ESTATAL,Dirección General de Inteligencia,False,O32,LICENCIATURA,6.1,6.6,12.7,0.0,0.0,0.0,1.0,1942870.0,15375.0,1958245.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CAHJ820313MAGSXS09,José María Casares Huixtlacatl,SECRETARÍA EJECUTIVA DEL SISTEMA NACIONAL ANTICORRUPCIÓN,FEDERAL,Unidad de Servicios Tecnológicos,False,J32,ESPECIALIDAD,12.0,0.0,12.0,5.0,2.0,6337498.0,3.0,265621922.0,56760901.0,328720321.0,1624785.0,4998804.0,5327964.0,5028084.0,5645556.0,4951596.0
CAHO731110HPUMRT06,Octavio Camarillo Heredia,CENTRO NACIONAL DE TRASPLANTES,ESTATAL,Dirección General de Innovacion,False,N33,LICENCIATURA,6.8,6.2,13.0,5.0,1.0,2110075.0,0.0,0.0,971576.0,3081651.0,306525.0,1129320.0,1243200.0,1269324.0,1134072.0,1032168.0
CAJA780006MAGLM 02,Ana María Calvillo Jiménez,"ADMINISTRACION PORTUARIA INTEGRAL DE PUERTO MADERO, S.A. DE C.V.",ESTATAL,Dirección General de Vinculación,False,22,ESPECIALIDAD,10.1,0.0,10.1,4.0,2.0,6205411.0,3.0,269789785.0,86323672.0,362318868.0,1879480.0,6192000.0,7181424.0,6363024.0,6614520.0,6198876.0
CAJG890514HPUBRL02,Gilberto Cabán Juárez,CONSEJO NACIONAL DE NORMALIZACION Y CERTIFICACION DE COMPETENCIA LABORALES,FEDERAL,Unidad de Vinculación,False,N34,MAESTRÍA,12.7,0.0,12.7,4.0,0.0,1633233.0,1.0,8470243.0,624549.0,10728025.0,262280.0,1256280.0,1161420.0,1192800.0,1182792.0,1329936.0
CAJI760616HSNSMS08,Inés Casárez Jaime,COMISION NACIONAL DE SEGUROS Y FIANZAS,MUNICIPAL,Dirección General de Administración,False,N34,MAESTRÍA,6.7,4.6,11.3,4.0,0.0,1820287.0,1.0,2484144.0,512239.0,4816670.0,279710.0,1228104.0,1149444.0,1288416.0,1208568.0,1214328.0
CAJJ741024HAGRRC02,Jacobo Carbajal Juárez,FERROCARRIL DEL ISTMO DE TEHUANTEPEC S.A. DE C.V.,ESTATAL,Unidad de Vinculación,False,A33,LICENCIATURA,12.9,0.0,12.9,0.0,0.0,0.0,1.0,1270089.0,19080.0,1289169.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CAJJ770211MVZNRN02,Juan Carlos Canales Jaramillo,ADMINISTRACION PORTUARIA INTEGRAL DE MANZANILLO S.A. DE C.V.,FEDERAL,Unidad de Administración,False,N34,MAESTRÍA,6.9,4.2,11.100000000000001,4.0,1.0,1664139.0,1.0,830475.0,1579091.0,4073705.0,261180.0,1219128.0,1285848.0,1276032.0,1216344.0,1205880.0
CAJN830113MVZSRM07,Naomi Casas Jurado,XE-IPN CANAL 11,ESTATAL,Unidad de Asuntos Jurídicos,False,N33,ESPECIALIDAD,5.3,6.1,11.399999999999999,2.0,0.0,944830.0,1.0,7441703.0,1166165.0,9552698.0,307535.0,1044144.0,1085664.0,1135740.0,1033068.0,1063284.0
CAKA780619HVZSRN02,Alan Casanova Karen,CENTRO DE INVESTIGACION EN MATEMATICAS A.C.,FEDERAL,Unidad de Servicios Tecnológicos,False,M34,LICENCIATURA,5.2,5.7,10.9,4.0,0.0,1778951.0,1.0,1110964.0,277434.0,3167349.0,421445.0,1569660.0,1643232.0,1655820.0,1759332.0,1677996.0
CAKA790508HPURNJ06,Alejandra Carbajal Kano,CENTRO NACIONAL DE CONTROL DE GAS NATURAL,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,J32,ESPECIALIDAD,11.8,0.0,11.8,7.0,4.0,4805815.0,3.0,191900111.0,49062751.0,245768677.0,1596425.0,5430276.0,5967768.0,5608032.0,5542404.0,5135196.0
CAKA800325MDFBRN02,Adán Cabán Kranz sans,FIDEICOMISO PARA LA CINETECA NACIONAL,FEDERAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,6.5,4.7,11.2,0.0,0.0,0.0,0.0,0.0,19857.0,19857.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CAKC730914MPUSHN01,Conchita Castellanos Khalid,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,MUNICIPAL,Dirección General de Administración,False,L32,ESPECIALIDAD,11.8,0.0,11.8,8.0,7.0,8355725.0,3.0,199527237.0,76219845.0,284102807.0,1532830.0,4805088.0,5222328.0,5190540.0,5072556.0,5184828.0
CAKC750420MVZRNL07,Claudia Cardenas Kanimal,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,ESTATAL,Dirección General de Administración,False,17,ESPECIALIDAD,9.6,0.0,9.6,6.0,3.0,4860916.0,2.0,147784148.0,139236619.0,291881683.0,2085400.0,4883664.0,4923528.0,4649196.0,4485852.0,4985808.0
CAKC810207HAGSNR02,Carla Castañeda Kanimal,TECNOLOGICO NACIONAL DE MEXICO,MUNICIPAL,Dirección General de Vinculación,False,O32,LICENCIATURA,12.3,0.0,12.3,0.0,0.0,0.0,1.0,1169244.0,18892.0,1188136.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CAKE730015HPURNR01,Enrique Cardenas Kanea,COMISION NACIONAL DE PROTECCION SOCIAL EN SALUD,FEDERAL,Unidad de Servicios Tecnológicos,False,M34,LICENCIATURA,11.4,0.0,11.4,6.0,0.0,2981866.0,1.0,9707944.0,1161803.0,13851613.0,378375.0,1618248.0,1679760.0,1504644.0,1807872.0,1709676.0
CAKF740525MVZNRL04,Florencia Cantú Korta,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL ESTADO DE JALISCO A.C.,MUNICIPAL,Unidad de Transparencia,False,L32,ESPECIALIDAD,6.0,4.3,10.3,6.0,2.0,6541583.0,3.0,133633127.0,98763919.0,238938629.0,1446235.0,5079768.0,5022228.0,5202636.0,4860072.0,4383096.0
CAKH780612MAGSRR08,Hernán Casares Kardache soto,CFE GENERACIÓN IV,MUNICIPAL,Dirección General de Inteligencia,False,N33,LICENCIATURA,6.3,4.7,11.0,7.0,0.0,2968457.0,0.0,0.0,1134028.0,4102485.0,226845.0,1202040.0,1140264.0,1175988.0,1113276.0,1136616.0
CAKL870008MDFRRS08,Luis Miguel Carrero Karan,TRIBUNAL FEDERAL DE CONCILIACION Y ARBITRAJE,ESTATAL,Dirección General de Administración,False,19,MAESTRÍA,6.6,4.6,11.2,7.0,3.0,4997920.0,3.0,123886172.0,81192132.0,210076224.0,1860680.0,5858328.0,5446908.0,5491644.0,5520276.0,5418888.0
CAKM871006MDFSRR02,María de Jesús Casares Korta,COMISION PARA PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES,ESTATAL,Dirección General de Inteligencia,False,M34,ESPECIALIDAD,12.6,0.0,12.6,3.0,0.0,1202688.0,0.0,0.0,1514907.0,2717595.0,430750.0,1655496.0,1488912.0,1608540.0,1703328.0,1708044.0
CAKM890323MVZRNR01,Mario Cardenas Kanzaki,PROCURADURIA FEDERAL DE PROTECCION AL AMBIENTE,FEDERAL,Unidad de Transparencia,False,N33,MAESTRÍA,12.3,0.0,12.3,5.0,0.0,1961618.0,0.0,0.0,686053.0,2647671.0,214675.0,1083792.0,1282440.0,1174680.0,1077468.0,1233480.0
CAKT730301HSNMZD06,Teodoro Camarillo Kuzmina,INSTITUTO FEDERAL DE TELECOMUNICACIONES,ESTATAL,Unidad de Asuntos Jurídicos,False,N22,LICENCIATURA,10.6,0.0,10.6,3.0,0.0,645380.0,0.0,0.0,12412.0,657792.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
CALC720801HVZZVL08,Claudia Cazares Lovato,SECRETARIA GENERAL DEL CONSEJO NACIONAL DE POBLACION,MUNICIPAL,Unidad de Servicios Tecnológicos,False,22,ESPECIALIDAD,5.6,6.4,12.0,7.0,3.0,5280056.0,3.0,268148582.0,91404407.0,364833045.0,1747415.0,5623728.0,5533176.0,4860276.0,6182460.0,5669064.0
CALC880806MVZRRR02,Cristobal Carranza Lara,COMPAÑIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA S.A. DE C.V.,FEDERAL,Dirección General de Administración,False,N34,LICENCIATURA,5.6,6.4,12.0,6.0,1.0,2637951.0,1.0,7697395.0,761825.0,11097171.0,303850.0,1169808.0,1185648.0,1186548.0,1251348.0,1326432.0
CALD800404MAGNNN01,Daniela Cano Luna,CFE GENERACIÓN VI,MUNICIPAL,Unidad de Asuntos Jurídicos,False,O32,LICENCIATURA,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,15777.0,15777.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CALE780323MPUBVL03,Emilio Cabrera Lovato,SECRETARIA DE RELACIONES EXTERIORES,ESTATAL,Unidad de Asuntos Jurídicos,False,22,DOCTORADO,5.5,5.3,10.8,6.0,2.0,2575926.0,3.0,205514035.0,58262638.0,266352599.0,1630215.0,6477492.0,6588336.0,6866520.0,6340932.0,6445212.0
CALF860113MVZRRL06,Felipe Carrillo Laureano,PRODUCTORA NACIONAL DE BIOLOGICOS VETERINARIOS,ESTATAL,Dirección General de Tecnologías de Información,False,L32,DOCTORADO,6.2,5.8,12.0,6.0,1.0,6929325.0,3.0,332278668.0,64566453.0,403774446.0,1591430.0,5509428.0,4777500.0,4234884.0,4432716.0,5081724.0
CALI740527MVZNRN09,Ignacio Cantú Lerma,BANCO NACIONAL DE CREDITO RURAL S.N.C.,MUNICIPAL,Unidad de Vinculación,False,N34,ESPECIALIDAD,5.6,4.2,9.8,4.0,1.0,1851122.0,1.0,3131237.0,915092.0,5897451.0,271525.0,1261092.0,1387284.0,1152828.0,1290264.0,1174824.0
CALJ810216HVZNLZ05,Jazmin Candelaria Llamas,AEROPUERTOS Y SERVICIOS AUXILIARES,FEDERAL,Dirección General de Administración,False,22,MAESTRÍA,10.4,0.0,10.4,7.0,5.0,4023892.0,3.0,146359629.0,60287335.0,210670856.0,2072705.0,6486948.0,6337716.0,6294528.0,5729484.0,6105996.0
CALJ860618MSNRLS02,José Eduardo Carbajal Llamas,INSTITUTO MATIAS ROMERO DE ESTUDIOS DIPLOMATICOS,MUNICIPAL,Unidad de Transparencia,False,A33,LICENCIATURA,5.9,6.1,12.0,5.0,1.0,1049685.0,0.0,0.0,38750.0,1088435.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CALK890803HPUSBV01,Kevin Castro Laboy,COMISION NACIONAL DE BIOETICA,ESTATAL,Unidad de Asuntos Jurídicos,False,N34,ESPECIALIDAD,10.9,0.0,10.9,6.0,0.0,2737449.0,1.0,2073035.0,680091.0,5490575.0,289065.0,1300608.0,1356960.0,1198092.0,1366152.0,1137012.0
CALL780120MDFRVS03,Luis Fernando Carmona Lovato,COLEGIO DE POSTGRADUADOS,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,O32,LICENCIATURA,12.4,0.0,12.4,4.0,1.0,969720.0,1.0,255828.0,6130.0,1231678.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CALL810311HAGBZN06,Leonor Cabán Lozada,COMISION REGULADORA DE ENERGIA,FEDERAL,Dirección General de Vinculación,False,19,DOCTORADO,11.7,0.0,11.7,6.0,3.0,7235952.0,3.0,200927336.0,81445675.0,289608963.0,1623955.0,5221116.0,5511360.0,5694732.0,4825608.0,5263776.0
CALM870124MDFRZR03,María Guadalupe Carrillo Lozano,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL.,MUNICIPAL,Dirección General de Administración,False,O33,LICENCIATURA,6.0,6.0,12.0,0.0,0.0,0.0,1.0,1178436.0,21918.0,1200354.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
CALM890924MSNLYR02,Margarita Calderón Loya,CFE SUMINISTRADOR DE SERVICIOS BÁSICOS,MUNICIPAL,Unidad de Vinculación,False,J32,ESPECIALIDAD,6.1,4.9,11.0,7.0,4.0,5378119.0,3.0,158731243.0,72512008.0,236621370.0,1714385.0,5616192.0,4830624.0,5011656.0,5202420.0,5948844.0
CALR880307MVZDVS01,Rosalia Cadena Leiva,LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO S.A. DE C.V.,MUNICIPAL,Unidad de Transparencia,False,A33,LICENCIATURA,12.2,0.0,12.2,0.0,0.0,0.0,0.0,0.0,6034.0,6034.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CALT770123MSNSNR03,Teresa Casárez León,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,MUNICIPAL,Dirección General de Tecnologías de Información,False,N34,ESPECIALIDAD,6.3,6.4,12.7,5.0,0.0,2233420.0,1.0,6560494.0,1014227.0,9808141.0,242050.0,1356708.0,1124724.0,1349880.0,1116408.0,1342176.0
CAMA721122HPURDL06,Axel Carbajal Madrigal,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACION,FEDERAL,Unidad de Asuntos Jurídicos,False,N34,MAESTRÍA,11.6,0.0,11.6,3.0,0.0,1003672.0,1.0,7193730.0,881331.0,9078733.0,268025.0,1362480.0,1080204.0,1115352.0,1331196.0,1320492.0
CAMA830025HDFSNL01,Amalia Casillas Manzanares,CENTRO NACIONAL PARA LA PREVENCIÓN Y EL CONTROL DE LAS ADICCIONES,MUNICIPAL,Dirección General de Inteligencia,False,O32,LICENCIATURA,5.8,5.6,11.399999999999999,0.0,0.0,0.0,1.0,602511.0,49817.0,652328.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CAMC710512HVZSNN06,Concepción Castañeda Méndez,EDUCAL S.A. DE C.V.,MUNICIPAL,Unidad de Transparencia,False,O33,LICENCIATURA,12.1,0.0,12.1,0.0,0.0,0.0,1.0,1725323.0,10300.0,1735623.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
CAMC800701MAGRTR01,Caridad Cardona Matías,CENTRO NACIONAL PARA LA PREVENCIÓN Y EL CONTROL DE LAS ADICCIONES,FEDERAL,Dirección General de Administración,False,N34,ESPECIALIDAD,12.3,0.0,12.3,3.0,0.0,1431787.0,1.0,1409317.0,1350483.0,4191587.0,253450.0,1260780.0,1320396.0,1188876.0,1197816.0,1220208.0
CAMC840922MVZSTR04,Carla Castro Matos,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,ESTATAL,Dirección General de Innovacion,False,L32,MAESTRÍA,5.7,3.9,9.6,4.0,1.0,3496760.0,2.0,87553531.0,77305937.0,168356228.0,1558915.0,3821448.0,4168368.0,4724736.0,5573616.0,4377012.0
CAMD740016MPUNNB03,Débora Cano Montes,CENTRO NACIONAL DE EQUIDAD DE GENERO Y SALUD REPRODUCTIVA,ESTATAL,Unidad de Transparencia,False,N22,LICENCIATURA,6.3,4.6,10.899999999999999,0.0,0.0,0.0,0.0,0.0,23652.0,23652.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
CAMD850525HAGNDR01,Dorotea Candelaria Medina,COMISION NACIONAL DE PROTECCION SOCIAL EN SALUD,FEDERAL,Unidad de Transparencia,False,O32,LICENCIATURA,11.4,0.0,11.4,6.0,1.0,1130168.0,0.0,0.0,9537.0,1139705.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
CAME720523HSNRNL07,Evelyn Carmona Montalvo,COMISION NACIONAL DEL AGUA,MUNICIPAL,Dirección General de Tecnologías de Información,False,A33,LICENCIATURA,9.9,0.0,9.9,3.0,1.0,321054.0,0.0,0.0,26092.0,347146.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CAME740107MSNVRS01,Elías Cavazos Moreno,CENTRO DE EVALUACION Y DESARROLLO HUMANO,MUNICIPAL,Unidad de Transparencia,False,M34,LICENCIATURA,9.6,0.0,9.6,3.0,0.0,1194635.0,1.0,908483.0,1078530.0,3181648.0,434390.0,1699008.0,1738044.0,1595232.0,1772568.0,1739340.0
CAMF860325HAGDRR02,Francisco Javier Cadena Miranda,COLEGIO DE POSTGRADUADOS,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,M34,MAESTRÍA,6.2,6.5,12.7,5.0,0.0,2221348.0,0.0,0.0,1394430.0,3615778.0,414435.0,1547808.0,1533096.0,1692324.0,1569492.0,1584420.0
