"curp_funcionario","r_70-2010_LUJO_TOTAL","r_70-2010_NO LUJO_TOTAL","r_2010-2015_LUJO_TOTAL","r_2010-2015_NO LUJO_TOTAL","r_2015-2020_LUJO_TOTAL","r_2015-2020_NO LUJO_TOTAL","r_70-2010_LUJO_VALOR","r_70-2010_NO LUJO_VALOR","r_2010-2015_LUJO_VALOR","r_2010-2015_NO LUJO_VALOR","r_2015-2020_LUJO_VALOR","r_2015-2020_NO LUJO_VALOR"
"DEVL730309HPU LZ07",NA,3,NA,NA,NA,NA,NA,1098790,NA,NA,NA,NA
"DEVL870413HDFLLC08",NA,2,NA,2,NA,NA,NA,912585,NA,1059831,NA,NA
"DEVR890207HVZLRF04",1,NA,NA,4,NA,1,1100000,NA,NA,1947458,NA,764994
"DEYC890715HVZLNS08",NA,1,NA,2,NA,NA,NA,584117,NA,880013,NA,NA
"DEZN701006HPULMT04",NA,NA,1,5,NA,NA,NA,NA,2e+06,3639577,NA,NA
"DEZS870326MVZLMM09",NA,2,3,2,1,NA,NA,952302,3488917,1136340,796335,NA
"DÍAD770303HVZZNV07",2,NA,1,3,NA,2,1556029,NA,517878,2227142,NA,1023589
"DÍBI790323MDFZZN05",NA,3,NA,1,NA,NA,NA,1169486,NA,571968,NA,NA
"DÍBL740519HPUZSZ08",NA,NA,1,2,NA,1,NA,NA,0,1111170,NA,434551
"DÍCL710621MSNZBL08",NA,3,NA,1,NA,NA,NA,1590491,NA,543958,NA,NA
"DÍLM820517HAGZVR04",NA,2,NA,2,NA,NA,NA,823946,NA,947218,NA,NA
"DÍMJ790112MDFZYS03",NA,7,NA,NA,NA,NA,NA,1625323,NA,NA,NA,NA
"DÍMM780801HVZZDT05",NA,NA,2,3,NA,NA,NA,NA,421918,1868484,NA,NA
"DÍPV760312MPUZRN03",NA,NA,3,2,NA,NA,NA,NA,5493734,1434997,NA,NA
"DÍQA881025HPUZÑX02",NA,NA,4,2,NA,1,NA,NA,3494355,934019,NA,488179
"DÍRS890626HAGZYL01",1,2,1,1,NA,NA,559350,1024419,553291,543717,NA,NA
"DÍVO850401HVZZLT06",NA,3,1,NA,NA,NA,NA,2024277,4200000,NA,NA,NA
"DOAJ860918MAGMRS05",NA,NA,2,1,NA,2,NA,NA,577354,477679,NA,1319364
"DOAV850426MDFMRL06",NA,5,1,1,NA,NA,NA,1984935,331868,499745,NA,NA
"DOBL760009MDFMNS07",NA,1,3,3,1,NA,NA,560062,5280597,1829991,687845,NA
"DOCP780916MAGMRT08",NA,NA,3,2,NA,1,NA,NA,2940967,1281849,NA,515578
"DOGS750724MSNMRL05",NA,NA,2,3,NA,1,NA,NA,3599231,1831392,NA,408561
"DOKV810314HAGMNL07",1,2,NA,NA,NA,NA,340763,1036025,NA,NA,NA,NA
"DOMA860123MDFMRG02",NA,3,NA,1,NA,1,NA,1140224,NA,326923,NA,468129
"DOML700802HDFMNS07",2,3,NA,NA,NA,NA,832121,1488452,NA,NA,NA,NA
"DOSA790321MSNMRT06",1,1,NA,NA,NA,NA,145946,169063,NA,NA,NA,NA
"DUBK830721MSNÑRM09",NA,2,NA,NA,NA,NA,NA,505642,NA,NA,NA,NA
"DUCE890402HPUÑHL08",NA,3,NA,3,NA,NA,NA,1616114,NA,1551430,NA,NA
"DUEA770419HDFÑCL09",1,5,NA,NA,NA,NA,143973,1348678,NA,NA,NA,NA
"DUFE800023HSNRLC05",1,1,2,1,NA,NA,428594,642007,2773198,478832,NA,NA
"DUGG710225HDFÑRR05",NA,1,1,3,NA,1,NA,433275,4200000,2053033,NA,610273
"DUME830619HAGRRN01",NA,2,NA,4,NA,NA,NA,1009929,NA,1909310,NA,NA
"DUMJ830307MVZÑLC08",NA,NA,2,4,NA,NA,NA,NA,2566645,2695981,NA,NA
"DUMM700907MVZÑRR07",1,1,NA,1,NA,NA,387842,391705,NA,410826,NA,NA
"DUMM811027HAGÑDL01",NA,1,5,3,NA,NA,NA,399284,2034207,1635244,NA,NA
"DUQS881026HVZRVR03",NA,5,NA,NA,NA,NA,NA,1839188,NA,NA,NA,NA
"DURM850624HVZÑZR01",1,1,2,1,NA,NA,1100000,427680,878818,383021,NA,NA
"DUVS820413MAGÑRR05",NA,NA,NA,2,NA,NA,NA,NA,NA,996701,NA,NA
"DUYA810624HSNRBX09",NA,1,1,2,1,1,NA,605539,0,976453,768624,765225
"DUYJ830319HDFRNS05",1,1,NA,1,NA,NA,486528,461411,NA,306751,NA,NA
"DUZB710604MDFRPT09",NA,1,2,2,NA,NA,NA,447056,2184739,1115191,NA,NA
"ECCY760823MVZHSM08",NA,4,NA,NA,NA,NA,NA,938242,NA,NA,NA,NA
"ECDR890802MVZHMB09",1,NA,1,2,NA,NA,358458,NA,539053,964476,NA,NA
"ECGL700306HVZHNS01",1,5,NA,NA,NA,NA,121574,980943,NA,NA,NA,NA
"ECJN870226HAGHMC04",NA,2,1,3,1,NA,NA,1147556,0,1533929,690675,NA
"ECLI800425MSNHMN06",1,2,NA,NA,NA,1,504343,683775,NA,NA,NA,465752
"ECMM840726HVZHNR05",NA,NA,1,3,NA,2,NA,NA,2e+06,1561613,NA,1172036
"ECRC750919MVZHSC04",NA,4,NA,1,NA,NA,NA,2026755,NA,450559,NA,NA
"ECSM820314HPUHNR06",NA,4,NA,NA,NA,NA,NA,1157403,NA,NA,NA,NA
"ECVN840904HSNHLT09",NA,NA,2,4,NA,1,NA,NA,2498417,2359899,NA,548361
"ELBL850802MAGZCL04",NA,NA,3,2,NA,NA,NA,NA,5136066,1215245,NA,NA
"ELGG810908MDFZNR02",NA,3,NA,2,NA,NA,NA,1033532,NA,814741,NA,NA
"ELNA750022MVZZZD03",NA,3,NA,NA,NA,NA,NA,555317,NA,NA,NA,NA
"ELSG851026MAGZLR01",NA,6,NA,NA,NA,NA,NA,1813980,NA,NA,NA,NA
"ENDG850305MVZRRR09",NA,NA,4,1,1,1,NA,NA,5860506,508286,716382,673615
"ENIT780711MPURRM07",NA,4,NA,2,NA,NA,NA,1593751,NA,677907,NA,NA
"ENVN700803MDFRLC03",NA,NA,4,2,NA,NA,NA,NA,5750718,976655,NA,NA
"ESAC740814MDFQSL06",NA,4,NA,2,NA,NA,NA,1744901,NA,900202,NA,NA
"ESAE730310HAGTRN08",NA,4,NA,NA,NA,NA,NA,592130,NA,NA,NA,NA
"ESAJ840522MDFCTZ02",1,6,NA,NA,NA,NA,168903,870253,NA,NA,NA,NA
"ESAL880117HSNTMN05",NA,4,NA,NA,NA,NA,NA,623499,NA,NA,NA,NA
"ESAM860815HPUCMT04",NA,2,3,2,NA,NA,NA,1386614,5246303,1223475,NA,NA
"ESAR710016HDFPMM05",1,3,NA,NA,NA,NA,305924,479170,NA,NA,NA,NA
"ESAR720414MAGPMM01",1,NA,3,3,NA,NA,1100000,NA,1784423,1599040,NA,NA
"ESAU880309HVZPSL06",2,NA,3,2,NA,2,1172256,NA,5379806,1304565,NA,1135862
"ESBA850412MVZCRL02",1,2,NA,NA,NA,NA,71854,390683,NA,NA,NA,NA
"ESBF830211MSNPRD01",NA,1,NA,2,NA,NA,NA,460130,NA,982022,NA,NA
"ESCA840103MPUCNC06",NA,1,5,1,NA,NA,NA,774271,4081242,560549,NA,NA
"ESCE730313HSNPRL05",NA,2,NA,2,NA,NA,NA,971686,NA,1174452,NA,NA
"ESCH781101HDFTTM09",NA,NA,1,2,2,1,NA,NA,1700000,1198319,1290878,712973
"ESCH880319MPUTMG04",1,NA,3,2,NA,1,389774,NA,5111300,1495372,NA,709801
"ESCJ740501MVZCBM02",NA,NA,1,2,NA,NA,NA,NA,2e+06,1244010,NA,NA
"ESCJ800412MSNPLQ07",NA,3,1,2,NA,NA,NA,1217050,308778,769118,NA,NA
"ESCM720710HDFCSR04",NA,3,NA,1,NA,1,NA,1328706,NA,343778,NA,470769
"ESCR730419MDFTRN05",2,2,NA,NA,NA,NA,894383,884204,NA,NA,NA,NA
"ESCR800623HPUCPC08",NA,3,NA,1,NA,NA,NA,1322178,NA,336995,NA,NA
"ESCR820909MSNTRM03",NA,NA,4,2,1,1,NA,NA,6045246,1292869,398347,563789
"ESCV880726MAGQNR06",NA,NA,3,4,1,NA,NA,NA,3069522,2570905,671522,NA
"ESED730919MSNPCL06",3,NA,2,2,NA,NA,1741633,NA,567917,1244868,NA,NA
"ESES710505HDFQQB04",1,5,NA,NA,NA,NA,563885,2293020,NA,NA,NA,NA
"ESFP750101MAGPLB08",NA,3,NA,NA,NA,NA,NA,492499,NA,NA,NA,NA
"ESFR741018MVZCRS03",NA,3,NA,NA,NA,NA,NA,1245492,NA,NA,NA,NA
"ESGI840616HAGCJB03",NA,3,NA,2,NA,NA,NA,1472471,NA,1064200,NA,NA
"ESGJ790617HVZTDN07",1,4,NA,1,NA,NA,313871,1811702,NA,534735,NA,NA
"ESGL730217MPUTLS03",NA,2,3,1,NA,1,NA,1451831,1225072,795788,NA,724766
"ESGR880704MAGTLB03",NA,2,NA,1,NA,1,NA,1137833,NA,307164,NA,301308
"ESGT830319MDFCRD09",2,NA,2,4,1,NA,1764043,NA,1079077,2418251,632715,NA
"ESGY770304HPUTRM02",1,1,NA,3,NA,NA,433622,472457,NA,1214094,NA,NA
"ESHH790309HDFCRM06",NA,NA,NA,4,NA,2,NA,NA,NA,1914960,NA,948828
"ESJA810004MVZCMJ03",NA,3,NA,3,NA,NA,NA,1286963,NA,1236432,NA,NA
"ESJR811005MPUPQG01",NA,NA,1,4,NA,1,NA,NA,4200000,2579169,NA,422558
"ESKF810619HPUCNL05",NA,NA,2,3,NA,1,NA,NA,2359392,1554175,NA,791586
"ESKJ800905HVZPNR04",2,4,NA,1,NA,NA,851745,2032344,NA,337072,NA,NA
"ESKJ830605MAGCPR05",NA,5,NA,NA,NA,NA,NA,1151793,NA,NA,NA,NA
"ESKM870919HSNCMN07",NA,1,NA,2,NA,NA,NA,302233,NA,675266,NA,NA
"ESKP750926HVZCRB07",1,5,NA,NA,NA,NA,196803,864985,NA,NA,NA,NA
"ESLL840420HDFPYS08",NA,3,NA,NA,NA,NA,NA,1477169,NA,NA,NA,NA
"ESLM841015MPUPMR05",NA,NA,2,3,1,1,NA,NA,3781616,1555031,412143,746216
"ESMA700802MDFPZD07",NA,2,2,1,NA,1,NA,1179561,3892152,401175,NA,430107
"ESMG870425MSNQRL04",NA,2,NA,1,NA,NA,NA,902847,NA,491033,NA,NA
"ESML811005MPUTNL07",1,NA,NA,5,NA,NA,1100000,NA,NA,3242760,NA,NA
"ESMN741102MDFCJC08",NA,4,NA,1,NA,NA,NA,1946946,NA,533686,NA,NA
"ESMR800108MSNTSM07",2,NA,2,2,NA,1,1151079,NA,4639172,1260701,NA,396973
"ESMS731023HVZPRN08",NA,NA,3,3,NA,NA,NA,NA,5556118,1725609,NA,NA
"ESMS840117MVZCRS07",NA,NA,4,4,NA,NA,NA,NA,3676420,2484717,NA,NA
"ESMS851025HDFCLN05",NA,1,3,2,NA,NA,NA,438860,4278515,1355244,NA,NA
"ESNB770904MSNPGR08",1,2,NA,1,NA,NA,348415,927241,NA,441077,NA,NA
"ESOE870424MSNPVC07",NA,NA,3,2,2,1,NA,NA,3196278,1044992,1148296,652039
"ESOM770302MVZCMR01",NA,3,NA,NA,NA,NA,NA,1221839,NA,NA,NA,NA
"ESON870115MPUPRM06",NA,1,NA,NA,NA,1,NA,449345,NA,NA,NA,537628
"ESOÓ820405MPUPVC08",NA,2,NA,3,NA,NA,NA,935748,NA,1105873,NA,NA
"ESPD781026MSNCZG04",1,5,NA,NA,NA,NA,319218,660279,NA,NA,NA,NA
"ESPE820023HPUPCC03",NA,2,NA,5,NA,NA,NA,696003,NA,2231302,NA,NA
"ESPG801021MSNTNB04",NA,4,NA,NA,NA,NA,NA,965817,NA,NA,NA,NA
"ESPN720519MSNPGC04",NA,1,1,1,NA,2,NA,742436,1700000,694774,NA,1046262
"ESPR771023MSNPRS02",NA,3,NA,NA,NA,NA,NA,465143,NA,NA,NA,NA
"ESQD790616HDFQNN03",2,NA,1,2,NA,1,1235219,NA,2e+06,993068,NA,588608
"ESQL800109HSNPÑR01",NA,2,3,2,1,NA,NA,1130576,4402295,1068435,615794,NA
"ESQT790522MVZQÑD06",1,NA,3,2,1,NA,688143,NA,1488844,1440353,589949,NA
"ESRJ891014MVZPMV01",NA,1,5,3,NA,NA,NA,650282,5237051,2064521,NA,NA
"ESRM780002MDFCLT08",NA,3,NA,3,NA,NA,NA,1339095,NA,1547809,NA,NA
"ESRR870314MDFPYM08",NA,1,2,3,NA,NA,NA,704490,756073,1991488,NA,NA
"ESSS800009HVZPCS05",NA,2,NA,1,NA,NA,NA,982118,NA,425249,NA,NA
"ESTD720009HPUCRL07",NA,NA,3,2,NA,1,NA,NA,3189812,1301358,NA,560528
"ESTR791127HAGCMN02",NA,3,NA,1,NA,NA,NA,1609015,NA,372877,NA,NA
"ESTS830214MPUCLR03",NA,5,NA,NA,NA,NA,NA,1122112,NA,NA,NA,NA
"ESUD740912HSNQLR04",NA,NA,2,4,NA,NA,NA,NA,3640733,2030056,NA,NA
"ESUJ770925MDFQLN09",NA,NA,3,2,NA,1,NA,NA,4257608,1266931,NA,407876
"ESVL720826HAGTLS04",NA,4,NA,1,NA,NA,NA,1778673,NA,452113,NA,NA
"ESVN870820MSNPLR06",NA,3,NA,NA,NA,NA,NA,1157185,NA,NA,NA,NA
"ESVR731025HAGQLS05",NA,1,5,3,NA,NA,NA,519524,6811858,1676552,NA,NA
"ESVR840224MAGCLG09",2,3,NA,NA,NA,NA,319251,564846,NA,NA,NA,NA
"ESVR890612MDFPLB05",1,4,NA,NA,NA,NA,121314,1042262,NA,NA,NA,NA
"ESVT800025HSNPRM05",2,3,NA,NA,NA,NA,535345,693443,NA,NA,NA,NA
"ESVY851122HVZCLL09",NA,3,NA,NA,NA,NA,NA,354959,NA,NA,NA,NA
"ESXM860901HPUPCR01",3,3,NA,NA,NA,NA,665747,547015,NA,NA,NA,NA
"ESZC790811MPUPBR05",NA,5,NA,NA,NA,NA,NA,888363,NA,NA,NA,NA
"FAAM870715MAGJMY01",NA,3,NA,1,NA,NA,NA,1220534,NA,557697,NA,NA
"FAAR731003HVZJRQ07",1,NA,2,2,1,1,606607,NA,2330127,911544,665273,572609
"FABJ830403MSNJLS02",1,1,NA,NA,NA,1,489570,536046,NA,NA,NA,352686
"FACJ870502HDFJSN06",NA,NA,4,2,1,NA,NA,NA,3901203,1271201,532819,NA
"FACP720813MDFJRL03",NA,NA,4,3,1,NA,NA,NA,3095165,1555092,506425,NA
"FAGL830415HDFRRR06",NA,3,NA,3,NA,NA,NA,1386387,NA,1507617,NA,NA
"FAGR700303HVZJRN02",NA,4,NA,2,NA,NA,NA,1613414,NA,846330,NA,NA
"FAJD880327MAGJRR07",NA,NA,3,3,NA,NA,NA,NA,3955880,1592799,NA,NA
"FALA710118MVZJCM06",NA,2,1,2,1,2,NA,934392,1700000,1298059,697702,1200969
"FAMÁ700811HSNJNG08",NA,NA,3,4,NA,NA,NA,NA,4313110,2615380,NA,NA
"FAME820103MVZRRN07",NA,1,1,5,NA,NA,NA,386762,1700000,2735668,NA,NA
"FAMG770616HSNRTL03",NA,1,4,2,1,NA,NA,674070,4031001,1475325,407149,NA
"FAPL770910HDFJSN01",1,1,2,3,NA,1,530307,396044,4914940,1838908,NA,720448
"FAQM890015HAGJVR01",NA,1,4,2,NA,1,NA,401558,6153394,1151049,NA,523464
"FARD811127MSNJCG02",1,NA,1,2,NA,2,644398,NA,4200000,1558423,NA,1320436
"FEAE800619MDFRLS06",NA,3,NA,1,NA,1,NA,1176594,NA,536851,NA,432937
"FEAF700027MDFLTL09",NA,NA,5,2,NA,NA,NA,NA,6389051,932463,NA,NA
"FEAJ810615HSNRMS07",NA,2,NA,NA,NA,NA,NA,109907,NA,NA,NA,NA
"FEAM841010MSNRRR03",1,NA,4,1,1,2,642391,NA,4912722,475786,421478,1149378
"FEAT740806MSNLYD07",NA,1,4,1,NA,1,NA,560139,5743011,546548,NA,489069
"FECS760310MAGRLN06",1,6,NA,NA,NA,NA,184069,1258960,NA,NA,NA,NA
"FEEA880212HAGRCD01",NA,NA,5,2,1,NA,NA,NA,4260907,1229517,440520,NA
"FEHK700527MVZRRV01",NA,1,NA,2,NA,NA,NA,421201,NA,1055828,NA,NA
"FELP880611MSNRND04",NA,1,NA,3,NA,NA,NA,493381,NA,1321324,NA,NA
"FEMC750503MDFLNC03",NA,3,1,1,NA,NA,NA,1365815,335428,418947,NA,NA
"FEMJ710619MSNLYL03",2,1,4,3,NA,NA,1546608,783823,2637845,1822620,NA,NA
"FEPI770106HDFRRN05",NA,3,NA,2,NA,NA,NA,1166200,NA,807716,NA,NA
"FERJ850906HPURSR01",2,1,NA,1,NA,NA,1007512,585715,NA,306000,NA,NA
"FEUE760710MAGLBR05",NA,5,NA,NA,NA,NA,NA,1134872,NA,NA,NA,NA
"FEVJ710910HVZRLM05",1,NA,3,2,1,NA,1100000,NA,1756600,1225491,752046,NA
"FEYA890906HDFRÑN09",NA,4,1,NA,NA,NA,NA,1581130,484630,NA,NA,NA
"FEYN730425HSNRNM01",NA,4,NA,1,NA,NA,NA,1523793,NA,304967,NA,NA
"FIBC880212HVZGÑL03",1,NA,3,3,NA,NA,580882,NA,4075755,2155029,NA,NA
"FICM790609MDFLRR03",1,NA,NA,NA,NA,2,811350,NA,NA,NA,NA,590000
"FIGA841114MPUGR 03",NA,NA,2,2,1,NA,NA,NA,632324,1078971,671759,NA
"FIGM810322HDFGLT02",NA,4,NA,NA,NA,NA,NA,818499,NA,NA,NA,NA
"FIHV750911MPURRC02",NA,3,NA,1,NA,NA,NA,1378799,NA,559856,NA,NA
"FIKJ820601MDFGMZ01",NA,3,NA,NA,NA,NA,NA,1276015,NA,NA,NA,NA
"FIMA730907HSNRDC04",1,3,NA,NA,NA,NA,97316,602226,NA,NA,NA,NA
"FIMR800925MPUGNS05",NA,1,1,3,NA,NA,NA,555422,2e+06,1569307,NA,NA
"FINÁ880513MPUGVG04",1,4,NA,NA,NA,NA,88562,558877,NA,NA,NA,NA
"FINV700221HAGRTL09",1,1,1,3,NA,NA,317987,356928,493873,1318016,NA,NA
"FIRG840119MDFRSN01",NA,NA,2,2,NA,1,NA,NA,4768527,1024879,NA,596201
"FIRL810322MAGGZL07",1,4,NA,NA,NA,NA,263923,1027320,NA,NA,NA,NA
"FISJ770605HVZRSN09",NA,4,NA,NA,NA,NA,NA,945321,NA,NA,NA,NA
"FIVH870826HVZRLG02",NA,3,NA,1,NA,NA,NA,1226184,NA,367252,NA,NA
"FIVM830111HDFRGR04",1,NA,3,4,NA,NA,1100000,NA,1284662,2606719,NA,NA
"FIVN840222MSNGRC05",NA,3,NA,1,NA,NA,NA,1272312,NA,351472,NA,NA
"FLAA890916MDFLRX08",NA,NA,NA,1,NA,1,NA,NA,NA,424251,NA,338038
"FLAR890905MAGLBG07",2,NA,3,1,1,1,1222828,NA,5085214,556954,535605,597711
"FLDG780720MVZLRL05",NA,1,1,1,NA,NA,NA,508708,584571,397080,NA,NA
"FLKD840208MSNLRL09",1,2,2,2,NA,NA,757671,1140861,4904240,1067407,NA,NA
"FLMC791001HDFLNR04",NA,NA,1,3,1,1,NA,NA,1700000,1533790,517406,544824
"FLVB760518HSNLRR09",NA,5,NA,NA,NA,NA,NA,773275,NA,NA,NA,NA
"FLYE821117MPULBL09",4,2,NA,NA,NA,NA,819713,401083,NA,NA,NA,NA
"FOFP860703HAGNRD08",NA,2,NA,3,NA,NA,NA,616128,NA,1235738,NA,NA
"FOOF890119MAGNZL09",NA,1,2,1,NA,NA,NA,543049,424445,466262,NA,NA
"FORD750501MSNNJN03",NA,1,4,1,NA,1,NA,603775,5600132,764795,NA,418379
"FOSA870411MDFNTT06",NA,NA,4,3,NA,1,NA,NA,4834247,1994906,NA,690636
"FRCA790225HPURPT07",NA,3,NA,2,NA,NA,NA,1339241,NA,842399,NA,NA
"FRGC790513MAGRRC07",NA,2,NA,2,NA,NA,NA,1050139,NA,841280,NA,NA
"FRGM740520HSNRRG03",NA,4,NA,NA,NA,NA,NA,640057,NA,NA,NA,NA
"FRMR840317MSNRRB08",NA,5,NA,2,NA,NA,NA,2103153,NA,881074,NA,NA
"FRNI710101HVZRVB06",NA,2,NA,1,NA,NA,NA,1122563,NA,458870,NA,NA
"FRVM810001MPURLN06",NA,NA,3,2,NA,1,NA,NA,907934,968078,NA,660441
"FRVM861102HPURLC05",NA,1,1,2,NA,NA,NA,325343,451274,796743,NA,NA
"FRVM880402MSNRLN08",NA,NA,4,4,NA,1,NA,NA,3695102,2150361,NA,599122
"FUGE710217MSNNRR03",NA,3,NA,1,NA,NA,NA,1501814,NA,459134,NA,NA
"FUOG720119MSNNVL07",NA,3,NA,3,NA,NA,NA,1423200,NA,1382262,NA,NA
"FUVP730426HSNNRB03",2,NA,5,1,NA,2,802516,NA,4223915,420466,NA,1257008
"FUVT750619MAGNLD06",NA,2,NA,3,NA,NA,NA,823608,NA,1457758,NA,NA
"GAÁA850025HVZLLT01",2,1,NA,NA,NA,2,1154337,316759,NA,NA,NA,810776
"GAAE801113MSNSML07",NA,2,NA,1,NA,NA,NA,969989,NA,303249,NA,NA
"GAAG740513HPUTNB08",1,1,4,1,1,NA,753098,694845,1918662,563401,723964,NA
"GAAM770725HPULRR08",3,3,NA,NA,NA,NA,430900,710069,NA,NA,NA,NA
"GAAP830802HSNRYL07",NA,NA,3,3,NA,NA,NA,NA,4521812,1918379,NA,NA
"GAAP850412MPULNT05",NA,2,NA,3,NA,NA,NA,821816,NA,1368025,NA,NA
"GÁAR710006HVZLCS05",NA,NA,3,2,NA,NA,NA,NA,3200197,973424,NA,NA
"GAAR790405MAGLMM02",NA,1,1,3,NA,NA,NA,308971,482452,1356211,NA,NA
"GABA800508MAGRRT06",NA,NA,1,2,1,2,NA,NA,2e+06,1119481,387460,1197904
"GABA890220HVZYRF03",NA,2,NA,1,NA,1,NA,1002017,NA,372930,NA,447418
"GABJ801016HPULRM05",1,2,NA,2,NA,NA,416039,1074506,NA,792214,NA,NA
"GABN790322MAGYNM08",NA,NA,3,4,NA,NA,NA,NA,5400959,2458495,NA,NA
"GABS780807HAGTTL08",1,2,1,4,NA,NA,437874,1116279,1700000,2458026,NA,NA
"GACA800408HPURR 06",2,NA,1,1,NA,1,1367382,NA,0,640000,NA,637146
"GACA820803HAGLRC09",NA,4,NA,NA,NA,NA,NA,815975,NA,NA,NA,NA
"GACB820727HPUNRR02",NA,NA,2,1,NA,2,NA,NA,2146089,756811,NA,1418966
"GACC720613MAGLRR08",NA,1,4,1,NA,1,NA,386093,4794613,758764,NA,436280
"GACC750323HAGLMR03",2,NA,2,2,NA,1,950388,NA,2274350,1136228,NA,722888
"GÁCD760618HPULLM08",NA,4,NA,NA,NA,NA,NA,1751040,NA,NA,NA,NA
"GACE751010MDFRRL04",NA,2,2,2,1,1,NA,1225198,4786443,1447484,734908,634604
"GACE870126HAGLRP01",NA,1,3,1,NA,3,NA,431877,2987540,518322,NA,1978024
"GACG840027HDFLRR07",1,3,NA,NA,NA,NA,569788,1339297,NA,NA,NA,NA
"GÁCJ890223MPULBS07",NA,NA,2,4,1,1,NA,NA,3777113,2418960,512593,507234
"GACM820403MVZNDG06",NA,NA,3,2,NA,NA,NA,NA,2876267,1157850,NA,NA
"GACM820919MVZRRR04",NA,3,NA,NA,NA,1,NA,1348583,NA,NA,NA,374997
"GACM851101MDFTRN03",NA,2,NA,1,1,NA,NA,826046,NA,504308,437835,NA
"GACR800523HSNLLQ01",2,1,3,3,NA,NA,1241149,491846,2911484,1956956,NA,NA
"GACR801018HSNRSM01",NA,NA,2,2,NA,NA,NA,NA,4973794,1100043,NA,NA
"GACR830025HAGMDC07",NA,2,NA,NA,NA,1,NA,928832,NA,NA,NA,587069
"GACS750526MDFRNR07",NA,2,NA,NA,NA,NA,NA,380713,NA,NA,NA,NA
"GÁCY800416HAGLNM08",1,1,1,2,NA,NA,570147,581192,309505,1119260,NA,NA
"GADC810505MVZRÑR02",2,5,NA,NA,NA,NA,408015,1030882,NA,NA,NA,NA
"GADM870923HPURLR06",NA,3,NA,NA,NA,NA,NA,440989,NA,NA,NA,NA
"GADR790624MPUMLM09",NA,1,2,3,1,NA,NA,749630,3551986,1726497,722380,NA
"GADR820704MDFL B04",NA,3,NA,NA,NA,NA,NA,667130,NA,NA,NA,NA
"GADV750306HDFRLN04",1,5,NA,1,NA,NA,449948,2680901,NA,322033,NA,NA
"GÁEH780918HAGLCG03",2,4,NA,1,NA,NA,938141,1967726,NA,438844,NA,NA
"GAEI770106MPULRN02",NA,4,NA,1,1,NA,NA,1794637,NA,365372,548058,NA
"GAEL700313MSNLHT07",NA,4,NA,1,NA,1,NA,1892175,NA,366361,NA,511329
"GAFE810726MPULJC03",NA,3,1,1,NA,NA,NA,1195397,556614,433889,NA,NA
"GAGC710516MAGRRR03",NA,1,NA,1,NA,NA,NA,317063,NA,394016,NA,NA
"GAGC850226MPULLR09",NA,2,1,3,NA,1,NA,1340133,4200000,1814037,NA,433574
"GÁGD830403MVZLRB09",NA,NA,1,4,NA,NA,NA,NA,3100000,2433898,NA,NA
"GAGM740225MAGMNL09",3,NA,3,1,NA,1,1673341,NA,4569929,600556,NA,589405
"GAGM850220HPURRL01",NA,NA,1,4,1,1,NA,NA,4200000,2312349,512239,778358
"GAGR831121HVZRRN09",NA,3,NA,NA,NA,NA,NA,355590,NA,NA,NA,NA
"GAGV890919MPURRR09",NA,1,4,1,NA,NA,NA,455598,1765535,490158,NA,NA
"GÁJA720013HSNLMS02",NA,2,NA,NA,NA,NA,NA,952683,NA,NA,NA,NA
"GAJE710921MAGRRL09",NA,NA,2,4,NA,NA,NA,NA,2291142,2165011,NA,NA
"GAJE860814MDFLSL09",NA,NA,3,1,1,NA,NA,NA,1174904,386148,515464,NA
"GAJZ701101HPUMMundefined07",1,NA,2,3,1,2,1100000,NA,1052805,1777005,552440,1230441
"GAKD870802HAGLNN07",NA,2,NA,1,NA,1,NA,890955,NA,344955,NA,423267
"GAKM870626HPURYN02",NA,NA,1,2,1,1,NA,NA,0,1544570,526725,387606
"GALD740419MAGLYL01",NA,1,1,4,NA,NA,NA,595333,1700000,2476205,NA,NA
"GALE741013MVZRMS05",NA,5,NA,NA,NA,NA,NA,880708,NA,NA,NA,NA
"GAMA750016HPURTS04",NA,8,NA,NA,NA,NA,NA,1209124,NA,NA,NA,NA
"GAMA830327MSNLYR07",2,1,5,1,NA,NA,1733234,561099,3420498,473217,NA,NA
"GAMB800513HVZLÑR04",NA,NA,3,3,NA,3,NA,NA,5247286,1523658,NA,1683681
"GÁMC760915HAGLNR01",NA,1,2,3,1,NA,NA,410517,404222,1515987,792100,NA
"GAME800718HAGTDM08",NA,4,NA,1,NA,NA,NA,1472625,NA,533221,NA,NA
"GAMG871004HSNRRD05",NA,2,1,2,NA,1,NA,817484,407542,962831,NA,568217
"GAMJ780017MPUMTV08",1,4,NA,NA,NA,NA,413792,1666792,NA,NA,NA,NA
"GAML841024HDFRJS09",NA,NA,NA,1,NA,NA,NA,NA,NA,545770,NA,NA
"GAMM710611MVZYRR03",NA,3,NA,NA,NA,NA,NA,1400899,NA,NA,NA,NA
"GANH760024HDFRGR09",1,2,1,3,NA,NA,514827,799050,338055,1446998,NA,NA
"GANM760117MDFRVR01",1,NA,NA,1,NA,1,434887,NA,NA,318262,NA,576896
"GANS850101HPUMRL09",1,1,3,1,1,NA,616181,686658,3078349,514995,742510,NA
"GAÑT780107HAGLÑD03",1,3,NA,NA,NA,NA,220936,656723,NA,NA,NA,NA
"GANV760426HPUSRR03",1,5,NA,NA,NA,NA,49387,500306,NA,NA,NA,NA
