curp_funcionario,tipoOperacion,titular,porcentajePropiedad,formaPago,valorAdquisicion,fechaAdquisicion,datoIdentificacion,valorConformeA,tipoInmueble.clave,tipoInmueble.valor,superficieTerreno.valor,superficieTerreno.unidad,superficieConstruccion.valor,superficieConstruccion.unidad,formaAdquisicion.clave,formaAdquisicion.valor,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,tipo.clave,tipo.valor,tercero,transmisor,valorAdquisicion.valor,valorAdquisicion.moneda,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,motivoBaja.clave,motivoBaja.valor
FAJD880327MAGJRR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,45587556.0,2001-12-06T10:09:46.245Z,8b8080a2-bc9e-4966-a441-bf54e32afd03,ESCRITURA PÚBLICA,CASA,CASA,445.0,m2,423.0,m2,CPV,COMPRAVENTA,Gamez Quinta,1050,,Granjas,004,Tijuana,02,Baja California,21370,CASA,CASA,,,,,,,,,,,,,
FAJD880327MAGJRR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,40972881.0,2000-01-03T10:41:37.994Z,0789a98c-b112-4ec7-b981-ef72efb8de6e,ESCRITURA PÚBLICA,CASA,CASA,5628.0,m2,3426.0,m2,HRN,HERENCIA,Bermúdez Masía,15,,Benito Juárez,039,Tula,28,Tamaulipas,87848,BODG,BODEGA,,,,,,,,,,,,,
FALA710118MVZJCM06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,145814012.0,2006-09-28T12:27:30.342Z,0c33c367-53e6-4b6a-84d8-1f905b188de4,ESCRITURA PÚBLICA,CASA,CASA,6139.0,m2,5143.0,m2,DNC,DONACIÓN,Fajardo Quinta,737,,Chapultepec,026,Mazapil,32,Zacatecas,98784,TERR,TERRENO,,,,,,,,,,,,,
FALA710118MVZJCM06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,118765069.0,1986-07-19T19:49:37.264Z,e7ede5e0-fb14-4245-8835-2511af4e45ae,ESCRITURA PÚBLICA,CASA,CASA,5471.0,m2,4905.0,m2,STC,SENTENCIA,Olivia Glorieta,163,,Ejercito Nacional,006,Iztacalco,09,Ciudad de México,09601,RACH,RANCHO,,,,,,,,,,,,,
FALA710118MVZJCM06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,34358623.0,1982-07-19T18:57:37.649Z,5447b9a0-a94c-4c72-ae4c-718025483a19,ESCRITURA PÚBLICA,CASA,CASA,416.0,m2,282.0,m2,CPV,COMPRAVENTA,Lourdes Masía,1453,,Independencia,005,Jesús María,01,Aguascalientes,20148,PALC,PALCO,,,,,,,,,,,,,
FAME820103MVZRRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,12840053.0,1971-03-30T16:59:29.740Z,4c7644fd-cbf4-40ff-863c-5584c647de58,ESCRITURA PÚBLICA,CASA,CASA,409.0,m2,212.0,m2,CPV,COMPRAVENTA,Menéndez Torrente,1057,,Justo Sierra,006,Calpulalpan,29,Tlaxcala,90693,CASA,CASA,,,,,,,,,,,,,
FAME820103MVZRRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,48601493.0,2004-01-12T00:54:40.434Z,f83d7239-9681-4b8c-abf7-31f97468bd7f,ESCRITURA PÚBLICA,CASA,CASA,280.0,m2,253.0,m2,CPV,COMPRAVENTA,Quezada Ramal,491,,Granjas,006,Pabellón de Arteaga,01,Aguascalientes,20925,CASA,CASA,,,,,,,,,,,,,
FAME820103MVZRRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,59976959.0,1986-05-25T01:17:58.242Z,6d90f484-9192-459e-82b4-1467bbc48c47,ESCRITURA PÚBLICA,CASA,CASA,424.0,m2,405.0,m2,CPV,COMPRAVENTA,Amador Calleja,43,,Moctezuma,049,Pilcaya,12,Guerrero,39781,PALC,PALCO,,,,,,,,,,,,,
FAMG770616HSNRTL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,99898789.0,1990-04-12T02:08:14.006Z,99f326bc-27f5-472c-8fa1-71a58563e9e2,ESCRITURA PÚBLICA,CASA,CASA,499.0,m2,390.0,m2,CPV,COMPRAVENTA,José Emilio Explanada,1206,,La loma,121,Zapotiltic,14,Jalisco,44801,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FAMG770616HSNRTL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,30215028.0,2008-02-08T20:39:15.954Z,0cc41b49-a60d-4af6-ab5c-32685ce229cf,ESCRITURA PÚBLICA,CASA,CASA,4616.0,m2,4452.0,m2,STC,SENTENCIA,Gonzalo Quinta,1617,,Del Valle,098,San Andrés Teotilálpam,20,Oaxaca,68292,TERR,TERRENO,,,,,,,,,,,,,
FAMG770616HSNRTL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,89210032.0,2004-05-23T15:59:18.204Z,35f12d15-7324-497d-bccc-7eb6f71f843f,ESCRITURA PÚBLICA,CASA,CASA,194.0,m2,162.0,m2,CPV,COMPRAVENTA,Xochitl Senda,1287,,Independencia,021,Peñón Blanco,10,Durango,34107,PALC,PALCO,,,,,,,,,,,,,
FAMÁ700811HSNJNG08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,109482762.0,2001-12-30T03:00:17.172Z,f7203a89-0c5f-4f15-8552-acc5dc4cf24a,ESCRITURA PÚBLICA,CASA,CASA,4468.0,m2,2636.0,m2,CPV,COMPRAVENTA,Ana Victoria Parcela,1963,,Granjas,033,Huamuxtitlán,12,Guerrero,39803,BODG,BODEGA,,,,,,,,,,,,,
FAMÁ700811HSNJNG08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,87380103.0,1988-05-20T09:24:19.168Z,ef977707-1a83-457b-ac4b-516d854e6f16,ESCRITURA PÚBLICA,CASA,CASA,193.0,m2,161.0,m2,CPV,COMPRAVENTA,Brayan Escalinata,1270,,Doctores,010,Villa de Álvarez,06,Colima,28262,PALC,PALCO,,,,,,,,,,,,,
FAMÁ700811HSNJNG08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,85712763.0,1992-07-23T03:01:45.457Z,02770882-da9e-4dbd-b89d-183ce7a542e3,ESCRITURA PÚBLICA,CASA,CASA,453.0,m2,445.0,m2,CPV,COMPRAVENTA,Eva Municipio,344,,Venustiano Carranza,013,Xochimilco,09,Ciudad de México,08422,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FAPL770910HDFJSN01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,66251317.0,2000-03-27T19:22:09.872Z,329775a0-3293-42bc-9493-f681e5c7efef,ESCRITURA PÚBLICA,CASA,CASA,490.0,m2,398.0,m2,CPV,COMPRAVENTA,Vela Quinta,93,,Moctezuma,077,Tulancingo de Bravo,13,Hidalgo,42365,PALC,PALCO,,,,,,,,,,,,,
FAPL770910HDFJSN01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,55421400.0,1973-10-31T10:31:10.175Z,174ba695-bb04-4a54-b180-b30068df4cab,ESCRITURA PÚBLICA,CASA,CASA,493.0,m2,278.0,m2,CPV,COMPRAVENTA,Ximena Guadalupe Mercado,1042,,Moctezuma,010,Cruillas,28,Tamaulipas,87868,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAPL770910HDFJSN01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,122284853.0,1973-04-14T07:36:09.914Z,293cff2e-a2a0-40b8-8559-4d6a680ff19d,ESCRITURA PÚBLICA,CASA,CASA,5556.0,m2,4077.0,m2,CPV,COMPRAVENTA,Lourdes Avenida,159,,Ignacio Zaragoza,005,Cosalá,25,Sinaloa,80851,RACH,RANCHO,,,,,,,,,,,,,
FAPR730819HDFJÑM09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1395897.0,1972-01-12T18:02:30.870Z,0de43133-1688-4ccc-94df-be26441e80c3,ESCRITURA PÚBLICA,CASA,CASA,97.0,m2,63.0,m2,HRN,HERENCIA,Reynoso Edificio,1146,,Ejercito Nacional,042,Valle de Santiago,11,Guanajuato,36537,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAQM890015HAGJVR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,39632590.0,1988-09-03T07:33:43.654Z,15127452-d713-4da2-b1f0-2ab7c8a57e87,ESCRITURA PÚBLICA,CASA,CASA,372.0,m2,357.0,m2,CPV,COMPRAVENTA,Mayorga Torrente,533,,Lomas de capula,010,Bacalar,23,Quintana Roo,77925,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FAQM890015HAGJVR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,58273292.0,2009-08-30T20:52:06.107Z,90545429-23e6-4e2a-baa5-a1394dadb7e7,ESCRITURA PÚBLICA,CASA,CASA,5493.0,m2,3440.0,m2,PRM,PERMUTA,Korta hernandez Ferrocarril,1135,,Independencia,015,Nazas,10,Durango,34558,BODG,BODEGA,,,,,,,,,,,,,
FAQM890015HAGJVR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,24252745.0,2006-07-12T10:25:41.394Z,51e44ea2-a362-4752-9568-bc0c86c15a67,ESCRITURA PÚBLICA,CASA,CASA,5135.0,m2,5067.0,m2,CPV,COMPRAVENTA,María Luisa Calleja,1242,,Del Valle,015,Miacatlán,17,Morelos,62380,EDIF,EDIFICIO,,,,,,,,,,,,,
FARD811127MSNJCG02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,93284050.0,1981-08-20T15:45:22.649Z,82104395-3b40-483f-bab0-0fc45b70d97c,ESCRITURA PÚBLICA,CASA,CASA,414.0,m2,389.0,m2,CPV,COMPRAVENTA,Cordero Travesía,612,,Anahuac,083,Telchac Puerto,31,Yucatán,97859,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FARD811127MSNJCG02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,19970337.0,1998-07-03T01:37:23.182Z,1024f969-1d04-4401-802a-844e7452e8af,ESCRITURA PÚBLICA,CASA,CASA,465.0,m2,461.0,m2,CPV,COMPRAVENTA,Marisol Monte,849,,Morelos,018,Navolato,25,Sinaloa,80381,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FARD811127MSNJCG02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,48511378.0,1991-11-14T06:09:33.314Z,d7d96507-721f-4236-a6d0-a72e19ab9603,ESCRITURA PÚBLICA,CASA,CASA,5920.0,m2,5871.0,m2,CPV,COMPRAVENTA,Guzmán Torrente,70,,Emiliano Zapata,038,Julimes,08,Chihuahua,31569,EDIF,EDIFICIO,,,,,,,,,,,,,
FEAE800619MDFRLS06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,6974986.0,1994-09-30T05:53:08.430Z,4fb64729-9f97-4111-b9c7-94310254fdda,ESCRITURA PÚBLICA,CASA,CASA,119.0,m2,71.0,m2,CPV,COMPRAVENTA,Axel Gran Subida,1240,,Ignacio Zaragoza,050,San Francisco Tetlanohcan,29,Tlaxcala,90981,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FEAF700027MDFLTL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,82672643.0,1971-09-26T07:40:33.382Z,ed605e1e-947a-4534-9345-be8b6bb362cc,ESCRITURA PÚBLICA,CASA,CASA,6073.0,m2,2436.0,m2,CPV,COMPRAVENTA,Castro Rampa,261,,16 de septiembre,098,Tzucacab,31,Yucatán,97151,BODG,BODEGA,,,,,,,,,,,,,
FEAF700027MDFLTL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,82151450.0,1989-05-31T22:23:07.185Z,3925e178-6eb3-49ad-85ab-839670b972e9,ESCRITURA PÚBLICA,CASA,CASA,6286.0,m2,5786.0,m2,CPV,COMPRAVENTA,Alicea Arrabal,594,,Benito Juárez,111,Valle de Guadalupe,14,Jalisco,44498,BODG,BODEGA,,,,,,,,,,,,,
FEAF700027MDFLTL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,101554477.0,2006-12-04T11:04:37.452Z,df206bb9-6352-4cd0-9880-3982ee4946cb,ESCRITURA PÚBLICA,CASA,CASA,4903.0,m2,2087.0,m2,HRN,HERENCIA,Ivan Monte,1017,,La loma,008,Xalisco,18,Nayarit,63499,BODG,BODEGA,,,,,,,,,,,,,
FEAJ810615HSNRMS07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1622576.0,1974-11-29T22:51:31.251Z,f1e1375f-b2fe-4164-8995-0397d6504977,ESCRITURA PÚBLICA,CASA,CASA,104.0,m2,87.0,m2,CSN,CESIÓN,Rosario Camino,941,,Moctezuma,022,Nava,05,Coahuila de Zaragoza,25815,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FEAM841010MSNRRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,52409756.0,1975-07-06T13:30:08.828Z,2d7f4854-8ff8-423e-9e66-1f1cb399ed2c,ESCRITURA PÚBLICA,CASA,CASA,471.0,m2,354.0,m2,CPV,COMPRAVENTA,Holguín Rambla,517,,Centro,010,Álvaro Obregón,09,Ciudad de México,04142,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FEAM841010MSNRRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,75441257.0,1977-06-16T12:44:13.561Z,0bf9afe1-4c0c-4b30-b875-74ce6be48c53,ESCRITURA PÚBLICA,CASA,CASA,400.0,m2,306.0,m2,CPV,COMPRAVENTA,Melgar Extramuros,812,,Benito Juárez,006,Iztacalco,09,Ciudad de México,09133,PALC,PALCO,,,,,,,,,,,,,
FEAM841010MSNRRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,32366912.0,1978-05-19T23:06:41.924Z,4bb9df11-8ee7-42a5-a923-240b18364098,ESCRITURA PÚBLICA,CASA,CASA,5848.0,m2,5651.0,m2,CPV,COMPRAVENTA,Alejandra Rincón,617,,Lomas de becerra,051,Mineral de la Reforma,13,Hidalgo,42209,EDIF,EDIFICIO,,,,,,,,,,,,,
FEAT740806MSNLYD07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,83480423.0,1982-10-23T12:38:40.858Z,d4a00d42-5681-4879-aed9-c886e9983206,ESCRITURA PÚBLICA,CASA,CASA,473.0,m2,176.0,m2,CPV,COMPRAVENTA,Brayan Rua,1290,,Chapultepec,054,Magdalena Zahuatlán,20,Oaxaca,68885,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FEAT740806MSNLYD07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,141288963.0,1995-01-20T05:16:08.710Z,a143245a-b49d-43a4-9db0-6ed2c4753a01,ESCRITURA PÚBLICA,CASA,CASA,5165.0,m2,5127.0,m2,CPV,COMPRAVENTA,Eduardo Partida,1879,,Venustiano Carranza,003,Badiraguato,25,Sinaloa,80796,RACH,RANCHO,,,,,,,,,,,,,
FEAT740806MSNLYD07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,41680502.0,2008-12-12T19:42:45.739Z,123e44ef-ecef-4f5a-85b5-1cb96b60bbe7,ESCRITURA PÚBLICA,CASA,CASA,6166.0,m2,3726.0,m2,CPV,COMPRAVENTA,Gloria Barrio,549,,Chapultepec,022,Ocampo,11,Guanajuato,36882,TERR,TERRENO,,,,,,,,,,,,,
FEEA880212HAGRCD01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,20757434.0,1972-09-11T15:10:12.800Z,62207dba-501e-433d-b596-7f34f34f50b3,ESCRITURA PÚBLICA,CASA,CASA,5669.0,m2,4885.0,m2,CPV,COMPRAVENTA,Abeyta Avenida,247,,Independencia,018,Tolimán,22,Querétaro,76677,TERR,TERRENO,,,,,,,,,,,,,
FEEA880212HAGRCD01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,95147083.0,1979-03-20T15:32:14.423Z,704a6ed8-35c0-415b-8855-679c73f70c0c,ESCRITURA PÚBLICA,CASA,CASA,458.0,m2,456.0,m2,CPV,COMPRAVENTA,Francisco Javier Lado,1571,,Granjas,006,Hopelchén,04,Campeche,24856,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FEEA880212HAGRCD01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,116312355.0,1997-01-23T12:27:27.695Z,f7d9ec32-c45b-412e-a419-0686b3ef499a,ESCRITURA PÚBLICA,CASA,CASA,6352.0,m2,5124.0,m2,CPV,COMPRAVENTA,Archuleta Lugar,1983,,Granjas,079,Huitziltepec,21,Puebla,72739,RACH,RANCHO,,,,,,,,,,,,,
FEHK700527MVZRRV01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,3975104.0,1985-11-10T09:26:17.766Z,c311cfc0-89db-4b48-830e-e231418578fe,ESCRITURA PÚBLICA,CASA,CASA,173.0,m2,147.0,m2,CPV,COMPRAVENTA,Llamas Paseo,881,,Ignacio Zaragoza,043,Yauhquemehcan,29,Tlaxcala,90253,CASA,CASA,,,,,,,,,,,,,
FELP880611MSNRND04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1475083.0,1974-12-07T13:42:09.002Z,96a26cbd-5aef-4d43-b0b5-9f6bf43fc5c6,ESCRITURA PÚBLICA,CASA,CASA,108.0,m2,77.0,m2,CSN,CESIÓN,Lerma Parque,687,,Centro,032,Santiago Papasquiaro,10,Durango,34328,CASA,CASA,,,,,,,,,,,,,
FEMC750503MDFLNC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,9182846.0,1990-02-13T01:23:54.160Z,e1863f84-81d7-45da-b64e-a1c4caa180ef,ESCRITURA PÚBLICA,CASA,CASA,115.0,m2,102.0,m2,CPV,COMPRAVENTA,Natalia Cuesta,1280,,Laredo,008,Los Cabos,03,Baja California Sur,23221,CASA,CASA,,,,,,,,,,,,,
FEMJ710619MSNLYL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,64129971.0,2001-07-20T16:30:15.950Z,cbabe610-c8dd-4ae5-bd55-5379bc8c163d,ESCRITURA PÚBLICA,CASA,CASA,280.0,m2,182.0,m2,CPV,COMPRAVENTA,Paulina Lado,465,,Lomas de capula,138,San Nicolás de los Ranchos,21,Puebla,72976,PALC,PALCO,,,,,,,,,,,,,
FEMJ710619MSNLYL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,82040617.0,2003-11-15T12:43:05.556Z,5996567c-6567-4efc-8f1b-4080f4483202,ESCRITURA PÚBLICA,CASA,CASA,5087.0,m2,3353.0,m2,CPV,COMPRAVENTA,Alicia Avenida,194,,Venustiano Carranza,083,Socoltenango,07,Chiapas,29613,BODG,BODEGA,,,,,,,,,,,,,
FEMJ710619MSNLYL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,73504774.0,1993-11-23T19:46:40.006Z,f38f53b2-376d-416d-ae64-b4bd6566aa11,ESCRITURA PÚBLICA,CASA,CASA,473.0,m2,440.0,m2,CPV,COMPRAVENTA,Delgadillo Calle,909,,Justo Sierra,018,Tolimán,22,Querétaro,76786,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FEPI770106HDFRRN05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,5702778.0,2007-10-12T01:05:09.996Z,5a20b725-e28b-48ad-a921-270c360f01fc,ESCRITURA PÚBLICA,CASA,CASA,136.0,m2,114.0,m2,HRN,HERENCIA,Ivan Vía Pública,903,,San pedro,015,Juárez,05,Coahuila de Zaragoza,25979,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FERJ850906HPURSR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,4823281.0,1999-04-22T02:41:09.527Z,f3543f16-c135-4e3f-980a-bca46babdffe,ESCRITURA PÚBLICA,CASA,CASA,131.0,m2,125.0,m2,PRM,PERMUTA,Ana María Avenida,529,,Roma,004,Compostela,18,Nayarit,63247,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FEVJ710910HVZRLM05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,56758931.0,1976-10-15T06:01:41.137Z,9f19e678-c735-4056-a44a-52bb1b9cea06,ESCRITURA PÚBLICA,CASA,CASA,2886.0,m2,2432.0,m2,CPV,COMPRAVENTA,Vicente Colegio,196,,Anahuac,007,Ezequiel Montes,22,Querétaro,76933,EDIF,EDIFICIO,,,,,,,,,,,,,
FEVJ710910HVZRLM05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,103559070.0,1971-07-18T15:20:59.568Z,070a8b09-f15e-4db0-969b-0e4def94d326,ESCRITURA PÚBLICA,CASA,CASA,6316.0,m2,5458.0,m2,CPV,COMPRAVENTA,Perea Glorieta,168,,La loma,019,Chemax,31,Yucatán,97519,BODG,BODEGA,,,,,,,,,,,,,
FEVJ710910HVZRLM05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,148764269.0,1996-05-07T11:18:16.753Z,bb2f709f-5b63-4a53-b9d7-66e8b287ebb6,ESCRITURA PÚBLICA,CASA,CASA,5487.0,m2,5120.0,m2,CPV,COMPRAVENTA,Alan Bajada,449,,Miguel Hidalgo,009,Loreto,03,Baja California Sur,23595,RACH,RANCHO,,,,,,,,,,,,,
FEYA890906HDFRÑN09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,4858604.0,1972-11-02T06:47:29.018Z,87608b99-6900-4a6a-8112-ed758e2e6905,ESCRITURA PÚBLICA,CASA,CASA,140.0,m2,139.0,m2,CSN,CESIÓN,Juan Carlos Calleja,1754,,Marina Nacional,001,Acatlán,13,Hidalgo,42393,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FEYN730425HSNRNM01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,2287714.0,1983-02-12T04:14:52.256Z,4638beb6-3e0d-4d80-83e1-4323100541fe,ESCRITURA PÚBLICA,CASA,CASA,163.0,m2,136.0,m2,CPV,COMPRAVENTA,Macías Salida,1085,,Emiliano Zapata,002,Agua Prieta,26,Sonora,83514,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
FIBC880212HVZGÑL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,84672745.0,2001-04-15T11:02:55.209Z,afd9312a-ad4b-49c5-a6b0-daa290f28c31,ESCRITURA PÚBLICA,CASA,CASA,331.0,m2,296.0,m2,CPV,COMPRAVENTA,Mauricio Urbanización,1241,,Emiliano Zapata,046,San Felipe Orizatlán,13,Hidalgo,42871,CASA,CASA,,,,,,,,,,,,,
FIBC880212HVZGÑL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,15296368.0,2001-01-31T04:00:10.099Z,340dbc74-fb18-44fd-8307-776061f8a136,ESCRITURA PÚBLICA,CASA,CASA,286.0,m2,235.0,m2,CPV,COMPRAVENTA,Kanzaki Arroyo,1151,,Benito Juárez,008,Tenabo,04,Campeche,24239,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
FIBC880212HVZGÑL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,84293930.0,1994-05-03T23:27:26.129Z,108a9128-812d-4da3-ae35-bc8b7bba4f8b,ESCRITURA PÚBLICA,CASA,CASA,5933.0,m2,5827.0,m2,RST,RIFA O SORTEO,Guillermo Conjunto,538,,Granjas,005,Comalcalco,27,Tabasco,86581,RACH,RANCHO,,,,,,,,,,,,,
FICM790609MDFLRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,,2015-07-26,NOM7845,ESCRITURA PÚBLICA,CASA,CASA,200.0,m2,120.0,m2,CPV,COMPRAVENTA,Avenida Prado Norte,520 A,,Lomas de Chapultepec,016,Miguel Hidalgo,09,Ciudad de México,11000,,,[],"[{'tipoPersona': 'FISICA', 'nombreRazonSocial': 'Juan Flores Cruz', 'rfc': 'FOCJ790929M43', 'relacion': {'clave': 'HER', 'valor': 'HERMANO'}}]",200000.0,MXN,,,,,,,,,
FIGA841114MPUGR 03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,79956567.0,1991-10-28T18:27:56.248Z,f65c5b8e-61f1-482e-b982-6c2181eb8538,ESCRITURA PÚBLICA,CASA,CASA,2863.0,m2,2227.0,m2,CPV,COMPRAVENTA,Francisco Rambla,1243,,Roma,118,Zinacantepec,15,México,50487,TERR,TERRENO,,,,,,,,,,,,,
FIGA841114MPUGR 03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,13041398.0,1988-04-16T19:34:43.312Z,b4019898-57e1-47c4-8c74-e266d7096098,ESCRITURA PÚBLICA,CASA,CASA,473.0,m2,378.0,m2,CPV,COMPRAVENTA,Valladares Ferrocarril,533,,Independencia,029,Ocampo,28,Tamaulipas,87475,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
