"curp_funcionario","r_70-2010_COMPRAVENTA_TOTAL","r_70-2010_DONACIÓN_TOTAL","r_2010-2015_COMPRAVENTA_TOTAL","r_2015-2020_COMPRAVENTA_TOTAL","r_70-2010_COMPRAVENTA_VALOR","r_70-2010_DONACIÓN_VALOR","r_2010-2015_COMPRAVENTA_VALOR","r_2015-2020_COMPRAVENTA_VALOR"
"MIAJ780902MPURMS07",3,NA,NA,NA,237426663,NA,NA,NA
"MIBA770225MPURRT06",1,NA,NA,NA,4351243,NA,NA,NA
"MICL750125MDFRLL01",1,NA,NA,NA,8585193,NA,NA,NA
"MIDM790723MAGR R08",2,NA,NA,NA,116681414,NA,NA,NA
"MIER761013HDFRTB04",3,NA,NA,NA,176713998,NA,NA,NA
"MIKS801117MPURRL08",2,NA,NA,NA,147009608,NA,NA,NA
"MIMD840411MVZRRL01",3,NA,NA,NA,268414553,NA,NA,NA
"MIMJ730209HDFRRN06",3,NA,NA,NA,404165758,NA,NA,NA
"MIOJ750321MDFRTQ03",1,NA,NA,NA,7916429,NA,NA,NA
"MISF840524MPURGR06",1,NA,NA,NA,3416620,NA,NA,NA
"MISF850316MPURTD09",3,NA,NA,NA,273915283,NA,NA,NA
"MISR760306HAGRLN04",3,NA,NA,NA,105216323,NA,NA,NA
"MITT830627HAGRJD02",1,NA,NA,NA,6169016,NA,NA,NA
"MIVX840417HSNRGM02",3,NA,NA,NA,231227626,NA,NA,NA
"MOAA880304HVZYYT06",3,NA,NA,NA,210875348,NA,NA,NA
"MOAB890509MDFNMR08",3,NA,NA,NA,205003770,NA,NA,NA
"MOAE840414MSNRCundefined05",3,NA,NA,NA,117090603,NA,NA,NA
"MOAG740524MPUNNS05",3,NA,NA,NA,164604333,NA,NA,NA
"MOAG780402HVZNYR09",1,1,NA,NA,11277474,59549690,NA,NA
"MOAJ840103MPUNNR01",1,NA,NA,NA,81274861,NA,NA,NA
"MOAL830619MVZJNZ08",1,NA,NA,NA,5945657,NA,NA,NA
"MOAM890816HPUNMN05",1,NA,NA,NA,8613363,NA,NA,NA
"MOBA880822HAGNRD09",1,NA,NA,NA,83685894,NA,NA,NA
"MOBE760714HVZNRL05",3,NA,NA,NA,189698989,NA,NA,NA
"MOBF790102HAGNLR03",1,NA,NA,NA,7791662,NA,NA,NA
"MOBG720019HPUNTL08",3,NA,NA,NA,285302038,NA,NA,NA
"MOCA780012MPUNRN09",1,NA,NA,NA,4550945,NA,NA,NA
"MOCB780213MSNNHR07",2,NA,NA,NA,132848994,NA,NA,NA
"MOCB861117MSNNRR08",3,NA,NA,NA,79804789,NA,NA,NA
"MOCC860408MDFNRS08",3,NA,NA,NA,166802744,NA,NA,NA
"MOCF770618MVZNMT09",1,NA,NA,NA,787049,NA,NA,NA
"MOCH700911MVZNRM05",1,NA,NA,NA,2682414,NA,NA,NA
"MOCJ840118MDFRRL05",1,NA,NA,NA,7602700,NA,NA,NA
"MOCJ850120HDFNSN03",1,NA,NA,NA,796676,NA,NA,NA
"MOCL720727MSNNZC01",1,NA,NA,NA,3638455,NA,NA,NA
"MOCL760824MPUNRS02",3,NA,NA,NA,106974518,NA,NA,NA
"MOCM820801HDFYRR06",3,NA,NA,NA,142212320,NA,NA,NA
"MOCR760405MSNNSQ04",2,NA,NA,NA,204216439,NA,NA,NA
"MOCT730823HPUNRM02",1,NA,NA,NA,1611221,NA,NA,NA
"MOCT781108MAGNSD04",1,NA,NA,NA,2051710,NA,NA,NA
"MODE830306MVZRLN03",3,NA,NA,NA,206114649,NA,NA,NA
"MODL700202HSNJMS03",1,NA,NA,NA,119342874,NA,NA,NA
"MODL770705HAGTLR04",2,NA,NA,NA,267344761,NA,NA,NA
"MODÓ740626MSNNVC04",3,NA,NA,NA,283707064,NA,NA,NA
"MOED700208MDFRTN02",2,NA,NA,NA,153753708,NA,NA,NA
"MOER791103MPUNHF05",1,NA,NA,NA,7617307,NA,NA,NA
"MOFM841009MSNNLR05",2,NA,NA,NA,130686220,NA,NA,NA
"MOGA830320MVZRDX04",1,NA,NA,NA,5227860,NA,NA,NA
"MOGE750102MDFNZS06",1,NA,NA,NA,4899919,NA,NA,NA
"MOGN870514HAGRTC03",1,NA,NA,NA,1908173,NA,NA,NA
"MOGR800227HVZRYD01",2,NA,NA,NA,121176708,NA,NA,NA
"MOHV760208MPURRR07",1,NA,NA,NA,841131,NA,NA,NA
"MOKL740925HVZNRR04",3,NA,NA,NA,217288124,NA,NA,NA
"MOKS730112MVZTRL03",1,NA,NA,NA,6307991,NA,NA,NA
"MOLM740013MAGNYR02",3,NA,NA,NA,151181313,NA,NA,NA
"MOLR840523HPUNRQ05",3,NA,NA,NA,196906266,NA,NA,NA
"MOLS740621MSNNBL06",2,1,NA,NA,171822287,76788659,NA,NA
"MOMA700514HDFJTF06",3,NA,NA,NA,159298632,NA,NA,NA
"MOMA850406HDFNRD09",1,NA,NA,NA,7792786,NA,NA,NA
"MOMA860518HDFNLD02",1,NA,NA,NA,1493100,NA,NA,NA
"MOML780703MDFTLS04",3,NA,NA,NA,281419142,NA,NA,NA
"MOMM761008MVZYNN05",1,NA,NA,NA,4890056,NA,NA,NA
"MOMM870220HDFRNL01",3,NA,NA,NA,351185859,NA,NA,NA
"MOMM880803HSNNRR09",1,NA,NA,NA,4750627,NA,NA,NA
"MOMS830302HPURNL07",2,NA,NA,NA,184958797,NA,NA,NA
"MOMV710214HPUNNC08",1,NA,NA,NA,1264699,NA,NA,NA
"MONE750717MVZRRT06",1,NA,NA,NA,7569485,NA,NA,NA
"MONP760927HVZRVL07",3,NA,NA,NA,173269393,NA,NA,NA
"MOOG780118MAGTNB02",3,NA,NA,NA,131267383,NA,NA,NA
"MOOJ740111MSNNVR04",1,NA,NA,NA,591196,NA,NA,NA
"MOPL770901HSNNRN02",2,1,NA,NA,86489903,141579698,NA,NA
"MOPÓ841022HAGNRC07",1,NA,NA,NA,8926867,NA,NA,NA
"MORÁ850201HPUTSG08",1,NA,NA,NA,127262751,NA,NA,NA
"MORF710723HAGNNR09",1,NA,NA,NA,7381585,NA,NA,NA
"MORJ800506HSNNMN09",3,NA,NA,NA,284640169,NA,NA,NA
"MORM780213MAGNJT01",1,NA,NA,NA,873669,NA,NA,NA
"MORM780402HVZNSX01",1,NA,NA,NA,8475859,NA,NA,NA
"MORR760727MSNNSS07",1,NA,NA,NA,766111,NA,NA,NA
"MOSE750406HVZNRT01",3,NA,NA,NA,142898755,NA,NA,NA
"MOSF700922MVZRGT03",2,NA,NA,NA,38625632,NA,NA,NA
"MOSJ800715MVZYLS06",1,NA,NA,NA,2232032,NA,NA,NA
"MOSM730904MSNNCT07",3,NA,NA,NA,222768959,NA,NA,NA
"MOSM830626MDFNSR02",1,NA,NA,NA,3365137,NA,NA,NA
"MOSV890907MPUNDC09",1,NA,NA,NA,4632249,NA,NA,NA
"MOTC870907MVZNRR08",1,NA,NA,NA,4287899,NA,NA,NA
"MOUI700607HSNNBN02",1,NA,NA,NA,3593718,NA,NA,NA
"MOVB700205MSNNRT06",3,NA,NA,NA,140978625,NA,NA,NA
"MOVC760706MVZNLR05",1,NA,NA,NA,1302158,NA,NA,NA
"MOVE860622HSNNLL09",2,NA,NA,NA,225991065,NA,NA,NA
"MOXK880019MSNNNV05",1,NA,NA,NA,671488,NA,NA,NA
"MOZA760409MVZNM 05",1,NA,NA,NA,1711790,NA,NA,NA
"MOZA830921MSNNMC06",2,NA,NA,NA,166133123,NA,NA,NA
"MOZL820925HSNNPR08",3,NA,NA,NA,254174751,NA,NA,NA
"MOZP701013MSNLPT09",3,NA,NA,NA,306064955,NA,NA,NA
"MUAI820724MSNRRC03",3,NA,NA,NA,186257830,NA,NA,NA
"MUAM720409MDFÑCR01",2,NA,NA,NA,119112810,NA,NA,NA
"MUBG740006HVZRTB01",1,NA,NA,NA,7457447,NA,NA,NA
"MUCC820912HDFRRR03",2,NA,NA,NA,157243773,NA,NA,NA
"MUCE731116MDFÑHZ07",1,NA,NA,NA,1994501,NA,NA,NA
"MUCO820916HAGRLT06",1,NA,NA,NA,4975692,NA,NA,NA
"MUFD731017MVZÑLG06",1,NA,NA,NA,1277425,NA,NA,NA
"MUFM710015HSNÑLR01",1,NA,NA,NA,5894024,NA,NA,NA
"MUGB720627MSNRLL03",1,NA,NA,NA,3151561,NA,NA,NA
"MUGI860503HVZRLS05",1,NA,NA,NA,1249445,NA,NA,NA
"MUHT741105MDFNLD06",3,NA,NA,NA,147105129,NA,NA,NA
"MUKA790407HAGNRB07",1,NA,NA,NA,1473905,NA,NA,NA
"MUKJ880302MSNNMS07",1,NA,NA,NA,1774921,NA,NA,NA
"MUKM730212HSNRMR09",3,NA,NA,NA,285135396,NA,NA,NA
"MULL790123HDFRVR03",1,NA,NA,NA,1701990,NA,NA,NA
"MUMJ730708MPUNNS09",1,NA,NA,NA,3525502,NA,NA,NA
"MUNC760226MDFÑÑR07",1,NA,NA,NA,1256521,NA,NA,NA
"MUSM880027HVZRLR03",3,NA,NA,NA,258050473,NA,NA,NA
"MUVL860408HDFNLZ05",3,NA,NA,NA,144305298,NA,NA,NA
"MUVV771127MDFÑLC01",1,NA,NA,NA,6589350,NA,NA,NA
"MUYF780914MSNRNR01",2,NA,NA,NA,135674146,NA,NA,NA
"MUZC810627MDFÑPR02",1,NA,NA,NA,1703431,NA,NA,NA
"NAAA781113HVZVVT02",1,NA,NA,NA,3742844,NA,NA,NA
"NAAD700723MDFVGN05",1,NA,NA,NA,1244084,NA,NA,NA
"NAAL880722HPUVVR09",2,NA,NA,NA,150559543,NA,NA,NA
"NABA830402MAGVLS04",1,NA,NA,NA,5495212,NA,NA,NA
"NÁBF800925HVZJRR02",1,NA,NA,NA,2094161,NA,NA,NA
"NACE850020HVZRSL02",1,NA,NA,NA,1267650,NA,NA,NA
"NÁCL770110HDFJRL02",1,NA,NA,NA,4929577,NA,NA,NA
"NACT890923MDFRRM01",1,NA,NA,NA,941533,NA,NA,NA
"NADC860106HPURVT06",2,NA,NA,NA,170300582,NA,NA,NA
"ÑADF840827HDFÑLL08",1,NA,NA,NA,5395137,NA,NA,NA
"NAGI820122HVZVVN02",3,NA,NA,NA,235526498,NA,NA,NA
"NAGJ750027HSNVRS09",1,NA,NA,NA,1821624,NA,NA,NA
"NAJI730625HPUVMR03",1,NA,NA,NA,780235,NA,NA,NA
"NAKD750220HDFRNR01",1,NA,NA,NA,2823852,NA,NA,NA
"NALM840122HDFRRR01",2,1,NA,NA,156712127,53252393,NA,NA
"NALM880908HDFZVR06",1,NA,NA,NA,4869497,NA,NA,NA
"NÁMA821011HDFJT 09",1,NA,NA,NA,1651370,NA,NA,NA
"NAMD751108MDFRÑM07",3,NA,NA,NA,114949445,NA,NA,NA
"NAMJ840820HDFRLN04",2,NA,NA,NA,151877006,NA,NA,NA
"NAML880117MDFVNR08",1,NA,NA,NA,5297697,NA,NA,NA
"NANA890719MVZRRL08",1,NA,NA,NA,40400941,NA,NA,NA
"NAOA750211MVZVND01",3,NA,NA,NA,244347191,NA,NA,NA
"NÁRA770221HDFJQN02",1,NA,NA,NA,4317802,NA,NA,NA
"NÁSH880027HAGJLR04",1,NA,NA,NA,7395050,NA,NA,NA
"NASL770404HAGZRS08",2,NA,NA,NA,105261298,NA,NA,NA
"NÁSP860211HDFJRT05",3,NA,NA,NA,255938438,NA,NA,NA
"NATV821121HVZRLL05",3,NA,NA,NA,337628182,NA,NA,NA
"ÑAUM890715HAGÑRR09",1,NA,NA,NA,5844712,NA,NA,NA
"NAVM700226HVZRLY07",3,NA,NA,NA,228348053,NA,NA,NA
"NECN810611HAGGBC08",1,NA,NA,NA,2546997,NA,NA,NA
"NEEG790417MAGVCL08",3,NA,NA,NA,295237919,NA,NA,NA
"NEEM750324MDFVCR06",1,NA,NA,NA,1119952,NA,NA,NA
"NEGP740723MDFGLD07",1,NA,NA,NA,3302406,NA,NA,NA
"NELM890501HAGGMR04",1,NA,NA,NA,9752729,NA,NA,NA
"NEOP880218HAGGTB07",1,NA,NA,NA,5913233,NA,NA,NA
"NEPM710401MSNGCR08",1,NA,NA,NA,8460052,NA,NA,NA
"NEPN710108HDFVLC03",2,NA,NA,NA,114275871,NA,NA,NA
"NESC861108HPUVVM07",3,NA,NA,NA,164616711,NA,NA,NA
"NEVE810418MPUVLZ04",1,NA,NA,NA,1831112,NA,NA,NA
"NIAC760602MAGTSR05",3,NA,NA,NA,294146609,NA,NA,NA
"NIAG820201MPUVNR02",1,NA,NA,NA,9508039,NA,NA,NA
"NIKL870605HPUTDS01",1,NA,NA,NA,8577421,NA,NA,NA
"NILA770822MDFÑNN09",3,NA,NA,NA,193853280,NA,NA,NA
"NILC710207HVZTBN04",3,NA,NA,NA,240323888,NA,NA,NA
"NIOL871109MPUVSS06",1,NA,NA,NA,6386983,NA,NA,NA
"NIPE730623MPUVLV09",3,NA,NA,NA,205122865,NA,NA,NA
"NIRI750602MPUVYN02",3,NA,NA,NA,227178253,NA,NA,NA
"NITI720520MVZÑRN08",2,NA,NA,NA,166917693,NA,NA,NA
"NIYG820011HSNTNR04",2,NA,NA,NA,127646682,NA,NA,NA
"NOAA781112HAGRLM02",1,NA,NA,NA,510446,NA,NA,NA
"NOCM780322MDFRLN08",2,NA,NA,NA,118133470,NA,NA,NA
"NOFI821025MSNRRR06",1,NA,NA,NA,5983442,NA,NA,NA
"NOGI830505MDFRRN02",1,NA,NA,NA,41874057,NA,NA,NA
"NOKA750322MPURRT02",1,NA,NA,NA,3070559,NA,NA,NA
"NOMM800822HDFRLN09",1,NA,NA,NA,3998957,NA,NA,NA
"NOPY760607MSNRRR03",2,NA,NA,NA,234371084,NA,NA,NA
"NOSJ890603MPURRC07",1,NA,NA,NA,6702218,NA,NA,NA
"NÚDV800103HVZÑLN02",1,2,NA,NA,65958571,218084751,NA,NA
"NÚKA810409HVZÑN 04",2,NA,NA,NA,146703546,NA,NA,NA
"NÚMJ881114HSNÑJN02",1,NA,NA,NA,9329149,NA,NA,NA
"NÚPA800025MVZÑRX04",3,NA,NA,NA,114794999,NA,NA,NA
"OCAG830323HVZSMR04",1,NA,NA,NA,7973362,NA,NA,NA
"OCAR720823HDFHTS07",3,NA,NA,NA,124419340,NA,NA,NA
"OCBG790410HVZSND01",3,NA,NA,NA,264964915,NA,NA,NA
"OCCD830803MVZSDN06",1,NA,NA,NA,6263983,NA,NA,NA
"OCCL890817MVZMNC02",1,NA,NA,NA,1482347,NA,NA,NA
"OCCS820626MAGHBS09",3,NA,NA,NA,141434615,NA,NA,NA
"OCKS880408HAGMHS09",3,NA,NA,NA,255772290,NA,NA,NA
"OCLM730609MPUMNR08",3,NA,NA,NA,216979294,NA,NA,NA
"OCLM860517HVZHYR03",1,NA,NA,NA,8399953,NA,NA,NA
"OCLR730717MAGMLS03",3,NA,NA,NA,180516006,NA,NA,NA
"OCLZ850412HPUMRundefined05",1,NA,NA,NA,985314,NA,NA,NA
"OCPA820109MDFHRJ08",1,NA,NA,NA,1114719,NA,NA,NA
"OCRJ731112HPUHGZ01",2,1,NA,NA,207031153,65760045,NA,NA
"OCSM810003MAGHVR05",1,NA,NA,NA,9258554,NA,NA,NA
"OCTM841109HVZMRR06",1,NA,NA,NA,8149435,NA,NA,NA
"OJAG700507HAGDMR03",2,NA,NA,NA,41102400,NA,NA,NA
"OJAV860623MDFDVR01",3,NA,NA,NA,86425743,NA,NA,NA
"OJCM760019HSNDLR01",1,NA,NA,NA,687237,NA,NA,NA
"OJPL830527HVZDLR04",1,NA,NA,NA,5472795,NA,NA,NA
"OJQV790622HAGDVR02",2,NA,NA,NA,145415871,NA,NA,NA
"OJRB801007MSNDVN02",1,NA,NA,NA,767619,NA,NA,NA
"OJZS850014MVZDPN01",3,NA,NA,NA,257153928,NA,NA,NA
"OLAE770524HSNVSL09",3,NA,NA,NA,267011580,NA,NA,NA
"OLBJ760807HAGVCL09",1,NA,NA,NA,2364928,NA,NA,NA
"OLBU740306MAGVHL03",2,NA,NA,NA,56844877,NA,NA,NA
"OLCA831009HSNVR 08",1,NA,NA,NA,5064945,NA,NA,NA
"OLCC831020MSNVLS05",1,NA,NA,NA,2875394,NA,NA,NA
"OLCH820803HPUMSR01",1,NA,NA,NA,8549764,NA,NA,NA
"OLCL750712MSNVLZ02",1,NA,NA,NA,2298678,NA,NA,NA
"OLCS880221MAGVMF09",2,NA,NA,NA,137755163,NA,NA,NA
"OLEA840915MSNMCF07",3,NA,NA,NA,224240253,NA,NA,NA
"OLGL750908HDFVRS08",2,1,NA,NA,134253381,43275884,NA,NA
"OLHL760803MVZVLS02",1,NA,NA,NA,1987857,NA,NA,NA
"OLHS770717HDFVRN04",3,NA,NA,NA,153356233,NA,NA,NA
"OLJM710020MDFMRC09",3,NA,NA,NA,113921226,NA,NA,NA
"OLKC860824HSNVNT09",1,NA,NA,NA,872895,NA,NA,NA
"OLKD700522HAGVRB05",2,NA,NA,NA,107853483,NA,NA,NA
"OLMA770018HSNVRM07",1,NA,NA,NA,3725670,NA,NA,NA
"OLMÁ790527MVZVTG05",3,NA,NA,NA,157518096,NA,NA,NA
"OLMA830526MVZVNX09",3,NA,NA,NA,230053002,NA,NA,NA
"OLME880107MDFVNM05",2,NA,NA,NA,160681650,NA,NA,NA
"OLMI790324MPUVSC03",3,NA,NA,NA,262849057,NA,NA,NA
"OLOC710007MAGMNR05",1,NA,NA,NA,1101963,NA,NA,NA
"OLPD860724MDFMZL01",3,NA,NA,NA,183281013,NA,NA,NA
"OLPE770312HPUMLundefined04",1,NA,NA,NA,681958,NA,NA,NA
"OLQV800501MAGVRC02",3,NA,NA,NA,102310727,NA,NA,NA
"OLRR720621HAGVMM06",1,NA,NA,NA,5001433,NA,NA,NA
"OLTA780219HPUVMR02",1,NA,NA,NA,3988115,NA,NA,NA
"OLVI790621MDFVLR06",3,NA,NA,NA,266535944,NA,NA,NA
"ONGÁ840116HSNTDG02",2,NA,NA,NA,280227151,NA,NA,NA
"ONGS851118MAGTRL08",3,NA,NA,NA,207535147,NA,NA,NA
"ONMI840318MSNTRN01",2,1,NA,NA,215656599,51436216,NA,NA
"ONPJ750912HPUTLS03",2,NA,NA,NA,135359617,NA,NA,NA
"ONPN731112MAGTRC01",3,NA,NA,NA,169599893,NA,NA,NA
"ONTR700212HAGTRF07",2,NA,NA,NA,160897770,NA,NA,NA
"ONVA780126HSNTRB02",NA,1,NA,NA,NA,118937229,NA,NA
"OQFA850505HDFNNT04",1,NA,NA,NA,1989419,NA,NA,NA
"OQGD881024MDFNMB03",1,NA,NA,NA,4227455,NA,NA,NA
"OQMM821103HPUNNR04",1,NA,NA,NA,4398289,NA,NA,NA
"OQUJ700208HAGNÑS07",1,NA,NA,NA,3594318,NA,NA,NA
"ORAJ770210HDFZTN06",1,NA,NA,NA,800261,NA,NA,NA
"ORAL810505HAGSCL08",1,NA,NA,NA,1211905,NA,NA,NA
"ORAS801005MVZSYL06",3,NA,NA,NA,248672770,NA,NA,NA
"ORBD830015HDFNRG08",2,NA,NA,NA,181103938,NA,NA,NA
"ORBG750423MDFTRS03",1,NA,NA,NA,2595736,NA,NA,NA
"ORCC860613HAGTLT07",1,NA,NA,NA,2413992,NA,NA,NA
"ORCF720509HVZTST05",1,NA,NA,NA,7867822,NA,NA,NA
"ORCJ750117MVZTRN08",1,NA,NA,NA,9442431,NA,NA,NA
"ORCL720724HVZTSS08",1,NA,NA,NA,4348332,NA,NA,NA
"ORCL850202HVZSRS05",1,NA,NA,NA,1641022,NA,NA,NA
"ORCS770705MPUSRN09",3,NA,NA,NA,160740515,NA,NA,NA
"ORDC891103HSNNLN02",3,NA,NA,NA,94688345,NA,NA,NA
"ORDI870007HVZSZR02",1,NA,NA,NA,4993230,NA,NA,NA
"ORDS850308MVZNLL04",3,NA,NA,NA,271836447,NA,NA,NA
"OREM770011HPUTCR06",3,NA,NA,NA,227031232,NA,NA,NA
"ORGC770517MVZNRR08",1,NA,NA,NA,1903932,NA,NA,NA
"ORGF790217HAGLJR07",3,NA,NA,NA,180637997,NA,NA,NA
"ORGL830116HSNTLS04",2,NA,NA,NA,95645002,NA,NA,NA
"ORGM810213MVZLRG05",1,NA,NA,NA,8680609,NA,NA,NA
"ORGX770516HVZLLC01",1,NA,NA,NA,1758559,NA,NA,NA
"ORJS880411MVZTRR01",2,NA,NA,NA,59967663,NA,NA,NA
"ORKJ731104MDFLRL07",3,NA,NA,NA,152105593,NA,NA,NA
"ORKN890318MDFTPT05",2,NA,NA,NA,117920964,NA,NA,NA
"ORLA721002HSNLNT09",3,NA,NA,NA,250627992,NA,NA,NA
"ORLI890920MSNTGB09",1,NA,NA,NA,3089201,NA,NA,NA
"ORMJ800012HAGZLS04",2,NA,NA,NA,225990424,NA,NA,NA
"ORNM890215MVZTGR02",1,NA,NA,NA,734423,NA,NA,NA
"OROI880523MSNNHR06",1,NA,NA,NA,1391202,NA,NA,NA
"ORPC780514HVZNDR04",1,NA,NA,NA,38424872,NA,NA,NA
"ORPJ880127MAGNLS03",3,NA,NA,NA,325325832,NA,NA,NA
"ORPO720723HVZNRT05",3,NA,NA,NA,176447363,NA,NA,NA
"ORRC810604HDFTSR06",3,NA,NA,NA,281440502,NA,NA,NA
"ORRH810619MSNNYG07",1,NA,NA,NA,1117193,NA,NA,NA
"ORRM781016MSNZYR04",2,NA,NA,NA,175890537,NA,NA,NA
"ORSJ840212HPUNNL07",1,NA,NA,NA,615642,NA,NA,NA
"ORSO720127MVZDRT08",2,NA,NA,NA,99561991,NA,NA,NA
"ORSR751011MAGZLN01",1,NA,NA,NA,690040,NA,NA,NA
"ORSR880718MPUTNB09",1,NA,NA,NA,1214697,NA,NA,NA
"ORVA801101MDFSLundefined05",3,NA,NA,NA,110001743,NA,NA,NA
"ORYM790401MSNTBR09",2,NA,NA,NA,190736221,NA,NA,NA
"ORZA840416HAGTMN02",1,NA,NA,NA,858649,NA,NA,NA
"ORZJ710210MPUSPR05",1,NA,NA,NA,1505926,NA,NA,NA
"OSAM800416MDFRTR03",1,NA,NA,NA,3232157,NA,NA,NA
"OSCE790201MPURNM03",3,NA,NA,NA,171105409,NA,NA,NA
"OSKG810220MSNRRS08",1,NA,NA,NA,9712409,NA,NA,NA
"OSQC790514MAGRZR01",1,NA,NA,NA,1937807,NA,NA,NA
"OSVJ890521HPURLS04",3,NA,NA,NA,161942408,NA,NA,NA
"OSXS770627MVZRCF03",1,NA,NA,NA,4045379,NA,NA,NA
"OTBO891013HVZRRT09",1,NA,NA,NA,6752012,NA,NA,NA
"OTBS750403HSNRSN04",1,NA,NA,NA,3999412,NA,NA,NA
"OTCM871125HDFRBR09",1,NA,NA,NA,3432894,NA,NA,NA
"OTMT850503HDFRRM08",1,NA,NA,NA,1695384,NA,NA,NA
"OTOE890921HAGRVT08",1,NA,NA,NA,7975630,NA,NA,NA
"OTPL860718HSNRZR04",1,NA,NA,NA,7531572,NA,NA,NA
"OTTP841003HDFRRT04",2,NA,NA,NA,125510131,NA,NA,NA
"OTVD710313MDFRRN04",3,NA,NA,NA,282354210,NA,NA,NA
"OTVL711015HDFRRC06",3,NA,NA,NA,191959992,NA,NA,NA
"OZCB881002MPUNSN04",3,NA,NA,NA,312185406,NA,NA,NA
"OZJF731012HVZNRR05",3,NA,NA,NA,257458648,NA,NA,NA
"OZKA860409MSNNPF03",1,NA,NA,NA,2311696,NA,NA,NA
"OZLE821020HVZNZS04",2,NA,NA,NA,86203525,NA,NA,NA
"OZRA850909MSNNSX01",2,1,NA,NA,69764113,34602251,NA,NA
"OZRM820606HPUNMN03",3,NA,NA,NA,171560343,NA,NA,NA
"OZSM840217HVZNNR09",2,NA,NA,NA,48241933,NA,NA,NA
"OZSP760605HAGNRL05",2,NA,NA,NA,124726772,NA,NA,NA
"PAAA710509HSNTND09",1,NA,NA,NA,5008973,NA,NA,NA
"PAAC790710MVZRYN04",1,NA,NA,NA,45185139,NA,NA,NA
"PAAC840827HAGDNM06",1,NA,NA,NA,2844642,NA,NA,NA
"PAAD780119MPULSL03",1,NA,NA,NA,1242495,NA,NA,NA
"PAAE770408MPUTLR03",3,NA,NA,NA,191705003,NA,NA,NA
"PAAE770824MSNTLT01",3,NA,NA,NA,100701332,NA,NA,NA
"PAAP820823MPURTT02",1,NA,NA,NA,8459531,NA,NA,NA
"PAAV770621HPULNC02",2,NA,NA,NA,137229279,NA,NA,NA
"PÁBA760112MPUZHX03",3,NA,NA,NA,213315389,NA,NA,NA
"PABA791024HAGRCC09",3,NA,NA,NA,152298708,NA,NA,NA
"PABE841004MVZLDM07",3,NA,NA,NA,216634806,NA,NA,NA
"PABF750705HPUDNR09",1,NA,NA,NA,6539319,NA,NA,NA
"PABP711015HVZDLL04",1,NA,NA,NA,5605814,NA,NA,NA
"PABS860823HSNCRN08",1,NA,NA,NA,701498,NA,NA,NA
"PABY760304MSNLCL03",2,NA,NA,NA,193537357,NA,NA,NA
"PACC810815HDFLRL08",1,NA,NA,NA,710993,NA,NA,NA
"PACG841023HDFBBL01",3,NA,NA,NA,241044065,NA,NA,NA
"PACJ860126HPURNS09",3,NA,NA,NA,276546576,NA,NA,NA
"PACL730208HDFLSN03",3,NA,NA,NA,129466115,NA,NA,NA
"PACM760219HPURRR08",3,NA,NA,NA,148982845,NA,NA,NA
"PACM830219MAGLLX04",2,NA,NA,NA,139073673,NA,NA,NA
"PACS840927HDFTNL02",1,NA,NA,NA,3919428,NA,NA,NA
"PACT750814MAGLRD03",2,NA,NA,NA,207120436,NA,NA,NA
"PACY741010HDFDRM05",1,NA,NA,NA,812851,NA,NA,NA
"PADO791005MPUCLT03",1,NA,NA,NA,2807929,NA,NA,NA
"PAEA880823MPUDPN06",1,NA,NA,NA,82375538,NA,NA,NA
"PAEK731018HSNGPV06",2,NA,NA,NA,50205224,NA,NA,NA
"PAER860322MDFBPB08",3,NA,NA,NA,228803260,NA,NA,NA
"PAET811003MDFLHM04",2,NA,NA,NA,125157412,NA,NA,NA
"PAFG800304MDFRLL02",1,NA,NA,NA,1490310,NA,NA,NA
"PAGA870624MDFGLT07",1,NA,NA,NA,9308217,NA,NA,NA
"PAGC890722MSNDRN01",1,NA,NA,NA,9871284,NA,NA,NA
"PAGD770111HVZGZL07",1,NA,NA,NA,7230494,NA,NA,NA
"PAGN870606HSNZRM09",2,NA,NA,NA,131908290,NA,NA,NA
"PAGR740916MSNDNB05",2,NA,NA,NA,82483500,NA,NA,NA
"PAGT841008MSNLRD09",1,NA,NA,NA,3417921,NA,NA,NA
"PAGV700308HDFCRR09",1,NA,NA,NA,894673,NA,NA,NA
"PAGY760425HPULLL09",1,NA,NA,NA,1232060,NA,NA,NA
"PAHC880322MPUTDR01",3,NA,NA,NA,156932437,NA,NA,NA
"PAHD790106MSNDNN02",3,NA,NA,NA,190779175,NA,NA,NA
"PAHM860420HSNDDR04",1,NA,NA,NA,3877063,NA,NA,NA
"PAJM701022MVZGMN05",1,NA,NA,NA,467132,NA,NA,NA
"PAKE880908HSNZNM02",2,NA,NA,NA,78626712,NA,NA,NA
"PAKM760919MVZRYG01",3,NA,NA,NA,270835679,NA,NA,NA
"PAKM890603HDFCRR04",3,NA,NA,NA,190264027,NA,NA,NA
"PAKR870206MVZBNS05",3,NA,NA,NA,298133351,NA,NA,NA
"PALN740524MPURYM03",3,NA,NA,NA,157403601,NA,NA,NA
"PALO800115HDFZYV04",1,NA,NA,NA,214613,NA,NA,NA
"PAMA700603MSNGNB05",1,NA,NA,NA,6035181,NA,NA,NA
"PAMJ740113MPULNL01",1,NA,NA,NA,3500198,NA,NA,NA
"PAMJ771004MVZZNN03",3,NA,NA,NA,173323363,NA,NA,NA
"PAMJ870317HVZCTV06",2,NA,NA,NA,121807336,NA,NA,NA
